	T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA-69-7978-01A	9.12135219	8.845490051	7.69175811	5.534829112	9.316443441	12.03499913	8.832987353	8.704641806	9.874720067	14.73490908
TCGA-69-7979-01A	6.578116069	5.700439718	4.845648705	3.943753705	5.44099717	9.837887492	6.018286149	8.258271412	8.984029663	14.25499924
TCGA-69-7980-01A	8.452013753	8.224001674	6.805834239	4.665267438	8.3250453	10.80147733	7.892123395	8.015262896	9.835025007	13.57881873
TCGA-69-8253-01A	7.356328057	6.50779464	5.814127718	3.656639179	9.587833563	9.673019932	9.096096193	9.762107511	10.30327004	12.87199244
TCGA-69-8254-01A	8.323703888	7.14974712	6.044642149	4.523220085	9.972887406	10.77790037	8.877231532	9.703655349	10.52213919	12.9862648
TCGA-69-8255-01A	9.092484565	9.804131021	7.942351442	4.952685435	9.692719646	11.37035064	6.580565446	9.254861285	9.183313246	12.19202512
TCGA-69-8453-01A	8.106237837	7.400879436	6.20369419	3.627395898	8.708434545	11.1454495	8.618669791	8.969618804	9.793661768	12.56993197
TCGA-69-A59K-01A	7.643514358	7.139551352	6.135480083	3.068243577	8.930301923	10.05929607	7.222309939	8.304336079	9.309137496	12.91001364
TCGA-6A-AB49-01A	5.66531325	5.087462841	4.821666329	1.806723132	1.831465554	7.966139085	5.358655176	6.486745529	6.923234295	9.746955215
TCGA-6D-AA2E-01A	6.396329454	7.303780748	5.470103333	3.579568896	5.354668088	9.097308195	5.810667991	7.065041594	9.325524058	10.81118675
TCGA-70-6722-01A	7.834961066	6.894817763	6.356015694	4.187309488	8.185658047	10.87530431	7.98775179	8.158339185	10.22782948	15.41391876
TCGA-70-6723-01A	6.484277192	6.714245518	6.044999886	3.925194838	4.057996777	7.946941155	5.150174316	7.493148425	8.864733587	12.4248008
TCGA-71-6725-01A	4.204901041	2.807354922	2.838747352	2.175966559	6.778172855	9.723681821	6.251663366	8.282691287	9.817346534	11.88665852
TCGA-71-8520-01A	5.807896038	4.857980995	3.672213726	1.729111252	5.445772677	9.21348743	7.096849623	7.336574165	9.486071737	13.7216187
TCGA-73-4658-01A	7.517419541	6.539158811	5.44376869	2.46526422	7.083408547	10.59802712	9.06778111	8.131835651	9.902351762	14.22912603
TCGA-73-4659-01A	7.376359872	6.475733431	5.734323234	4.412480785	7.945431788	11.91941671	7.834152417	10.47604298	11.29110804	15.00747617
TCGA-73-4662-01A	9.14659176	8.409390936	5.963235395	3.718320851	10.55239247	11.00195514	9.778955821	8.820624294	10.18344451	14.08707368
TCGA-73-4666-01A	8.889455558	9.990103964	8.442106506	6.137435612	6.73778785	12.17725005	7.379517142	8.449546484	9.324731004	13.36501858
TCGA-73-4668-01A	6.989733019	6.845490051	5.684740496	3.656975673	8.007986708	10.12827825	7.507521936	8.095074702	10.09350184	15.06475829
TCGA-73-4670-01A	6.23240792	6.14974712	4.755208307	3.087659976	7.217013298	10.68041332	5.437794357	9.502934287	9.38343761	15.07215391
TCGA-73-4675-01A	7.02067957	6.339850003	4.714559711	2.255901142	8.014206285	10.18911328	9.365286007	8.67040095	9.719795527	14.30607864
TCGA-73-4676-01A	5.507679485	6.303780748	4.903685296	1.871925024	5.303374545	10.07529883	6.887120631	8.003002334	9.290892402	12.52473673
TCGA-73-4676-11A	6.301310865	7.768184325	6.650001374	4.466936141	5.560324148	9.940190874	8.257956297	8.175009289	10.80484598	11.27126192
TCGA-73-4677-01A	7.504082802	7.531381461	6.149515579	3.620227596	8.418186142	10.44665669	9.129488282	9.975114068	10.6006152	12.59291953
TCGA-73-7498-01A	8.295795335	6.727920455	5.584827254	3.071916553	8.951021678	10.53363618	8.43767086	9.115641211	11.40795248	13.48350791
TCGA-73-7499-01A	8.905632674	9.936637939	6.471454245	3.809206679	8.874119565	10.72456983	8.887735027	7.261369779	9.14783115	13.2997786
TCGA-73-A9RS-01A	5.303924552	5.392317423	4.275149075	2.875424984	5.531679032	8.398778651	3.986558577	6.42258405	7.069925716	11.0836321
TCGA-75-5122-01A	8.626859808	10.66799854	8.440270625	4.446634922	7.512845074	12.07218532	10.32958857	7.438774132	8.82979386	11.57323668
TCGA-75-5125-01A	7.66071377	6.882643049	6.700313916	4.182736796	7.356692134	10.63211948	7.581025913	7.770740897	8.539651363	13.09652638
TCGA-75-5126-01A	6.554162656	7.499845887	5.443231098	3.608033182	6.686831582	10.9069656	7.830057793	8.695590078	9.268523797	12.59993449
TCGA-75-5146-01A	7.351214836	6.965784285	4.764256103	2.781235676	8.627830303	9.064173103	7.445148603	7.820825498	8.870182637	11.05376004
TCGA-75-5147-01A	8.241267247	7.539158811	5.706227823	2.726106974	9.667211687	10.82178218	8.300114923	8.714684777	9.357928139	13.89134185
TCGA-75-6203-01A	7.086177802	6.321928095	6.499093917	4.413363027	6.563869369	10.67760901	8.279972525	8.213228218	10.71262922	11.23969736
TCGA-75-6205-01A	7.552099942	7.06608919	6.234879411	3.050243656	8.154788238	11.03990678	8.350479443	6.449541618	8.462936902	13.07648984
TCGA-75-6206-01A	5.894541865	5.044394119	3.983333626	2.520534805	5.387046166	9.84657072	6.676452662	7.382737108	9.289353323	12.35616834
TCGA-75-6207-01A	6.162558349	5.930737338	4.265894335	1.545790277	6.853128681	9.467637376	6.663522112	7.470403193	8.536895965	12.14070913
TCGA-75-6211-01A	6.600085369	5.781359714	4.296941433	2.844124134	6.902808898	8.695842745	5.30447123	7.774814528	8.353680947	13.21554182
TCGA-75-6212-01A	6.547271535	4.459431619	4.060672513	2.150762327	9.66393857	9.608712399	9.562110676	7.520096603	9.07753663	11.51880314
TCGA-75-6214-01A	6.934284908	6.807354922	4.615654821	2.843802391	5.789261216	9.507194456	7.238992642	8.709733678	8.755301256	12.95317553
TCGA-75-7025-01A	8.338849943	7.426264755	6.124477804	2.838680919	10.07443999	10.21259347	9.929443157	8.689712454	9.964506167	13.73089551
TCGA-75-7027-01A	7.08193236	6.475733431	5.761389793	3.477979921	7.26429157	10.85154109	6.164269874	9.145961125	9.932164835	15.23893834
TCGA-75-7030-01A	6.991054879	6.209453366	4.646093257	2.08668587	8.372677518	8.507591261	8.238415084	7.659770822	9.259870039	14.64601824
TCGA-75-7031-01A	6.734897387	6.426264755	5.343455578	3.667244447	6.179892447	9.578806784	5.928078426	6.90817638	7.685546934	11.11323355
TCGA-76-4925-01A	4.166980814	4.087462841	3.84631612	1.220608949	2.618910589	8.861329948	2.454865977	6.426256367	8.672967341	11.7797808
TCGA-76-4926-01B	4.748868099	3.169925001	4.472748982	2.045790277	3.550039795	9.248560756	2.919544923	6.297280974	9.007223899	11.66355608
TCGA-76-4927-01A	4.293232414	2.321928095	4.204472293	1.274959043	3.317350818	9.275848109	2.60489277	5.83515579	9.165129069	12.93368892
TCGA-76-4928-01B	5.433937813	3.584962501	4.845456524	1.238361324	3.086968238	10.16639759	4.906703388	7.025123865	9.692377532	12.61747774
TCGA-76-4929-01A	4.354597194	2.807354922	4.995584353	1.344360938	3.131715551	9.497744251	3.149301988	6.428000167	8.650304308	11.78663255
TCGA-76-4931-01A	4.277669174	3.459431619	4.556957499	1.474910203	2.98787637	8.867511039	2.504305278	6.682392974	8.861930409	11.53648346
TCGA-76-4932-01A	3.494173927	2.584962501	4.400001128	0.915241012	2.317531143	8.757440627	2.409392403	5.844045723	8.971563933	11.21005878
TCGA-77-6842-01A	8.17790539	8.204571144	7.471286768	6.177680222	8.183580318	10.7696233	8.229650554	8.038580799	9.533721115	13.87806573
TCGA-77-6843-01A	5.727312967	4	5.275425387	1.882713588	5.608963815	8.328419414	6.161458103	6.75764132	8.536859231	10.45483004
TCGA-77-6844-01A	7.0947515	8.64385619	5.585273975	3.17994082	8.039673287	9.362971227	7.198138482	8.895900774	9.714001652	12.7707386
TCGA-77-6845-01A	5.424812463	4.169925001	3.644591228	1.942030902	5.88097709	8.93302421	4.805489007	8.041776512	9.054355501	12.81554719
TCGA-77-7138-01A	6.055714113	3.807354922	4.438349618	2.611324599	5.999077894	8.649613934	6.80069773	8.323275575	8.363376517	12.78233788
TCGA-77-7138-11A	7.307492971	5.977279924	7.213303388	6.159236716	6.803189077	10.54992353	7.545135278	10.22864138	11.78281675	12.546055
TCGA-77-7139-01A	6.878862835	7.686500527	7.529974796	2.494379606	7.884788013	10.06631936	6.981688287	6.772891191	8.999145782	12.37592327
TCGA-77-7140-01A	6.067918432	4.584962501	5.662661807	3.75966626	3.146427645	8.683754083	5.857969241	6.77447404	8.431066544	13.96850882
TCGA-77-7141-01A	6.772163575	6.108524457	5.685710424	2.845387157	7.760711664	9.84889421	5.816921303	8.136817872	9.587472177	12.70805567
TCGA-77-7142-01A	6.620045279	6.044394119	6.045190269	3.787639851	6.201927786	10.03668402	7.721890609	8.181268439	9.838683374	12.60570996
TCGA-77-7142-11A	7.087886723	6.247927513	7.400251571	5.647302357	7.239742573	9.937415293	7.392167611	9.58272839	11.60733801	12.38413434
TCGA-77-7335-01A	8.230912383	9.164906927	6.707250858	3.261432006	6.193803562	10.7140899	6.748604073	6.001332905	8.949524281	14.77739921
TCGA-77-7335-11A	7.642024773	9.457380879	7.188160034	4.759344012	6.307822471	10.18159174	8.149499504	8.331301932	10.84208678	11.76513488
TCGA-77-7337-01A	6.891954471	7.994353437	5.795207553	3.578139781	6.782552634	10.06853483	7.37051328	8.320477445	9.492424058	15.01564946
TCGA-77-7337-11A	8.181356949	7.636624621	7.840686904	7.185987357	6.946683441	10.68478403	7.72771204	9.248728065	11.75950562	12.03245147
TCGA-77-7338-01A	6.929441228	6.409390936	6.757141667	3.204909087	8.166292975	10.24853793	8.102120152	8.685703033	9.603654654	14.7101285
TCGA-77-7338-11A	7.601441482	8.511752654	7.788209526	6.405991378	6.538742738	10.00703024	7.455490907	9.247451645	12.47066169	12.39314007
TCGA-77-7463-01A	5.972720675	3.700439718	4.506084074	2.649036602	6.1492119	9.855058993	7.880267288	8.270490309	8.281093065	11.966851
TCGA-77-7465-01A	8.721283887	8.897845456	7.346406544	4.46064954	7.883323794	10.61726113	7.896476816	6.949585537	8.549198824	12.78597433
TCGA-77-8007-01A	8.473096151	8.622051819	7.065846799	3.515082892	8.239587942	11.5179285	6.883846261	8.292048845	9.607273452	15.03963028
TCGA-77-8007-11A	8.716484148	8.581200582	7.26951174	5.639235378	7.06823449	12.30447584	9.384741718	9.709202941	11.16631541	14.56925521
TCGA-77-8008-01A	7.727272625	7.247927513	5.329565702	3.240888329	7.460435504	10.89371251	6.727276014	8.459148081	9.351447131	16.93866525
TCGA-77-8008-11A	7.761233927	7.599912842	6.964474761	5.62902686	8.555079352	10.79627867	7.266192631	10.18190632	11.95445436	15.45642115
TCGA-77-8009-01A	6.539562066	5.285402219	5.51577781	3.644129236	4.678404695	10.59151196	5.6403991	6.410310426	8.494652998	13.53061428
TCGA-77-8128-01A	5.348413168	5.129283017	5.575054674	1.83928069	4.378327637	7.509770381	4.803174437	6.125029176	8.4207341	14.664058
TCGA-77-8130-01A	4.951962962	3.700439718	3.758463699	1.669762713	4.765232853	7.78086	6.197585069	6.381455969	8.156170184	15.37849084
TCGA-77-8131-01A	7.875840489	7.383704292	6.076351898	3.716665435	8.636085822	10.70810252	8.075785797	7.587898336	9.109771763	13.2895474
TCGA-77-8133-01A	8.184230132	6.285402219	5.93083499	2.87663875	11.64506616	9.726460314	8.219056084	6.871198147	8.274086167	12.42417839
TCGA-77-8136-01A	7.965378572	7.672425342	6.166603017	3.723891025	6.774643071	10.22199782	5.196293509	7.0392712	8.061847008	14.55185553
TCGA-77-8138-01A	5.818614108	6.169925001	4.065950471	2.894822744	6.013854762	9.091323232	6.212003987	7.370668175	8.433998442	14.34317269
TCGA-77-8139-01A	6.209095288	5.459431619	5.101696255	2.557384919	6.87585579	8.005559592	5.312759694	6.33196524	7.658485195	14.00437959
TCGA-77-8140-01A	5.385083864	5.209453366	4.401815673	2.325829568	7.12412863	7.802623549	5.350641142	7.075009542	7.953583218	11.79931566
TCGA-77-8143-01A	6.542983084	5.832890014	4.567999822	2.523949881	5.783729705	8.705954025	6.273451352	6.799486906	7.532586688	11.52954654
TCGA-77-8144-01A	6.021699041	5.209453366	4.579613324	2.385070966	4.184544557	9.051112889	6.642465868	6.966221342	7.948354787	12.32839132
TCGA-77-8145-01A	5.781310947	4.087462841	3.764102324	1.832387995	5.284047666	7.702209288	4.552001187	5.96115197	7.550725931	14.75573653
TCGA-77-8146-01A	5.449333393	5.209453366	4.044661129	1.320280303	5.978029561	8.33988762	5.5592406	7.802003678	8.003790163	12.67650017
TCGA-77-8148-01A	6.466506785	9.407267764	5.839743245	2.325047194	7.042134782	8.877980155	5.404748955	6.055695966	8.172868854	13.67289564
TCGA-77-8150-01A	6.228985847	6.169925001	5.094093331	1.802758096	6.000827593	8.173891018	5.016868462	6.281571617	7.291557341	11.20761904
TCGA-77-8153-01A	5.600862087	4.754887502	4.926857784	1.584714955	6.288998002	6.992102082	4.78913794	6.801145108	7.641114174	12.33493941
TCGA-77-8154-01A	4.895889168	6.357552005	4.852706619	1.630036215	6.421851805	7.886584596	4.373786833	6.924664594	8.474673241	13.37006152
TCGA-77-8156-01A	8.029806562	8.144658243	7.988131357	4.404252736	8.551478936	10.09557647	5.975852054	6.235322332	8.519663497	13.8938805
TCGA-77-A5FZ-01A	9.139925508	8.784634846	6.774834209	4.019994659	11.81921116	11.24005032	7.460367277	9.454956169	10.17498911	14.14511018
TCGA-77-A5G1-01A	7.182293606	5.754887502	5.184365686	2.702287433	8.83079498	9.743955321	6.446176135	7.933774904	8.826246261	13.8000987
TCGA-77-A5G3-01A	7.074792048	6.686500527	6.965195987	2.727601057	5.09067082	8.77774264	5.843624181	6.587470915	8.004283983	13.28664032
TCGA-77-A5G6-01A	5.892715224	5.357552005	4.397290478	2.103405431	7.207670348	8.28259832	6.68213249	7.53040702	8.404455896	11.90485826
TCGA-77-A5G7-01B	5.957429756	5.754887502	5.13861506	1.784151601	6.817241483	7.551200106	5.633559349	6.553163727	7.888915161	11.10405557
TCGA-77-A5G8-01B	5.783582546	5.754887502	5.583196347	2.176835654	6.411962775	8.814173449	6.876711535	6.638716016	7.782028607	12.8328433
TCGA-77-A5GA-01A	5.864590367	4.169925001	3.960631989	2.348079356	7.556907717	8.242639307	5.245911311	7.06330305	7.793559489	11.47166755
TCGA-77-A5GB-01B	5.802163991	5.392317423	4.783403961	2.38460195	6.227815253	8.396600345	5.002807492	5.977467891	6.557285118	12.47427797
TCGA-77-A5GF-01A	5.947544602	5.247927513	5.395492859	2.256427673	7.119091416	8.605228896	4.640353161	5.96712476	7.59236921	12.36061915
TCGA-77-A5GH-01A	6.839333884	6.727920455	5.587572955	4.223921159	7.208910887	9.158844465	6.786510023	5.835260338	7.206122397	12.96145114
TCGA-78-7143-01A	7.581095251	6.228818691	4.385195322	2.360990332	8.586573425	10.17743765	9.235647331	7.684406757	8.87782751	11.65733773
TCGA-78-7145-01A	5.798533358	3.169925001	3.788509764	1.146240625	6.552637919	9.524824718	7.643794981	6.957943901	9.109262124	12.93340947
TCGA-78-7146-01A	6.431510239	6.044394119	5.106880856	2.487655504	5.20153489	10.29674903	6.06765555	7.188759586	8.139306613	12.53075361
TCGA-78-7147-01A	7.271758914	7.95419631	5.031246599	2.690358125	5.993199308	9.426192015	8.136931086	7.52805103	8.631431412	12.04802782
TCGA-78-7148-01A	6.770702043	7.400879436	5.761734769	2.845239346	6.070267736	9.720680571	7.318934961	8.747050782	9.610922696	12.4011304
TCGA-78-7149-01A	5.556120205	5.426264755	5.130322029	3.223244384	6.939466561	8.285470501	6.206142836	8.231446924	10.67378515	12.23925986
TCGA-78-7150-01A	5.9187448	6.108524457	5.35940786	2.321639325	5.635672223	8.446623373	4.323309407	7.708351853	8.173690459	14.53042651
TCGA-78-7152-01A	6.565744606	6.247927513	4.732969127	2.067440293	8.592766959	8.289907752	6.893972029	6.067446001	8.428375327	11.41016544
TCGA-78-7153-01A	6.061271044	6.209453366	4.667742861	2.594829955	7.888582414	8.082166996	6.770364908	6.668232149	8.546463566	11.39854617
TCGA-78-7154-01A	6.216688455	5.857980995	5.32157113	3.02678989	6.489229634	9.452804824	5.995714331	7.866332823	9.387177141	12.49775841
TCGA-78-7155-01A	5.740212919	6.247927513	5.307181886	1.561481637	4.550967917	8.603071608	3.40878731	5.075298395	7.768489919	11.23852025
TCGA-78-7156-01A	5.622653438	5.392317423	4.839972138	2.899325372	5.361681201	8.178941602	5.99157886	7.999187393	9.695024407	9.876016244
TCGA-78-7158-01A	6.300195363	5.392317423	3.900804898	2.136883413	5.859621865	9.15352941	7.499699374	7.554674452	9.288189777	12.12005664
TCGA-78-7159-01A	7.186007071	8.54303182	4.875621682	6.094977841	8.691032989	8.863325142	4.621792976	9.144034097	9.842830884	13.2585224
TCGA-78-7160-01A	7.77372366	7.977279924	6.404364782	5.567229653	8.055530781	11.08390985	7.863083811	9.044560782	9.793291054	13.31529862
TCGA-78-7161-01A	6.184497847	5.614709844	5.026999893	3.190200055	5.538296613	9.556381941	5.330701323	9.318505659	10.22974614	13.62275408
TCGA-78-7162-01A	7.834674856	7.988684687	7.004458035	4.650469389	9.353409153	10.35280935	8.644108667	8.553227659	11.53046091	12.79540556
TCGA-78-7163-01A	6.407246379	6.906890596	5.105691123	2.435775817	7.283179582	7.856905355	6.11347152	7.565174712	7.734605201	9.268819669
TCGA-78-7166-01A	6.846801242	5.584962501	5.054295977	4.181515824	8.431663878	9.222292747	5.843629004	8.285664823	8.56227083	12.2075363
TCGA-78-7167-01A	6.799519156	6.247927513	5.077409389	2.788204286	7.203192411	9.439644226	6.773451643	9.008626931	9.871720467	12.95212848
TCGA-78-7220-01A	6.090240092	7.87036472	5.706306302	2.903193297	5.582969413	8.643603591	5.41970823	8.786496467	9.38096319	12.02103161
TCGA-78-7535-01A	5.739809056	5.672425342	4.725064719	3.21994199	4.751507013	10.60574124	9.320364108	7.952645786	9.318713345	12.59966688
TCGA-78-7536-01A	7.831356961	7.189824559	5.675268635	3.287247942	7.221009201	11.04293355	4.87037836	7.857382445	8.772225285	12.39323985
TCGA-78-7537-01A	7.062734542	7.189824559	5.281771619	2.689114977	7.317739444	9.061105554	8.878118999	7.715899034	10.23450571	14.11861772
TCGA-78-7539-01A	8.814522949	9.033423002	6.6370604	3.464665711	8.206699656	10.70792365	9.184389614	8.20606793	9.01381214	12.93952112
TCGA-78-7540-01A	6.240906247	5.700439718	5.15868972	3.362174497	7.666072066	10.04590728	7.562204732	8.34173764	9.915786549	11.419625
TCGA-78-7542-01A	7.605087762	7.357552005	6.146633199	3.946443275	7.420025177	9.821296974	7.08562364	7.389010723	9.121870879	12.44336988
TCGA-78-7633-01A	6.079233089	4.584962501	4.721134906	2.845545781	5.450141174	9.527893974	7.13721547	8.912161216	11.43596708	11.48310634
TCGA-78-8640-01A	6.390501185	6.189824559	4.864183373	2.74339754	7.233663195	9.36906741	5.616231673	7.657029611	8.251067317	11.84226419
TCGA-78-8648-01A	7.723906585	8.299208018	6.576167281	4.704966456	8.497676873	11.01650482	6.674774327	7.126275865	10.08269387	15.47024545
TCGA-78-8655-01A	6.828694428	7.357552005	5.57722978	2.640151215	7.18116137	9.699961642	7.616346793	7.831294173	9.245932018	12.33057312
TCGA-78-8660-01A	7.97243198	7.531381461	6.431377329	4.376742781	8.298959844	10.85984976	7.450680326	7.799300874	9.248510441	12.61108082
TCGA-78-8662-01A	5.526431938	5.129283017	3.55097698	1.537401002	5.107989075	7.697875358	5.057837725	5.99548263	8.432851595	11.49776595
TCGA-79-5596-01A	6.267047831	6.965784285	5.537786286	2.458970273	7.958560196	8.313627375	6.373097079	7.457147074	8.560404719	13.34169631
TCGA-80-5607-01A	6.923600503	7.159871337	6.00922865	3.357525334	7.034966578	9.214613489	7.661713391	7.518316428	8.654705258	12.25350284
TCGA-80-5608-01A	7.542813061	8.13442632	6.091461005	6.79954783	7.534509688	9.818389893	6.72430651	9.535834262	9.730342032	12.41998615
TCGA-80-5611-01A	6.766872873	6.022367813	4.922919696	2.950487697	6.361423396	10.64767548	7.238144808	7.029572215	7.019340039	11.43507731
TCGA-83-5908-01A	9.144099769	9.994353437	8.67030001	6.317039626	7.737596275	11.29501438	7.362035875	7.755217323	9.299242562	14.18707374
TCGA-85-6175-01A	8.503948564	8.262094845	6.730116923	4.228151907	7.51272563	11.41994458	10.14985023	8.684019473	10.48697013	16.9122879
TCGA-85-6560-01A	7.925005771	8.665335917	8.352873598	4.710062147	8.3036108	11.61088306	6.384254925	6.943312597	10.53205761	14.88514943
