"","relapse_kz_s1","relapse_kz_s2","relapse_kz_s3","relapse_kz_s45"
"PET112",0.022627759590735,0.439431311133141,0.152622385804525,0.312240330319658
"PET117",0.583405160072661,0.857369332007215,0.089739533368983,0.153764177140729
"PEX1",0.370246274810259,0.721229930420978,0.0775307539467644,0.797895804815481
"PEX10",0.0251347033950052,0.138209077158774,1.6307345738327e-06,0.0616999553658469
"PEX11A",0.36771512687611,0.724799458045973,0.206282854177074,0.278007716035633
"PEX11B",0.000202428485718109,0.256135936841885,0.000126600041082391,0.0405054465469009
"PEX11G",0.17313447303302,0.803124125301073,0.00346646632229619,0.565702217175238
"PEX12",0.671634003639201,0.527314442755606,0.195673097332321,0.592367670938335
"PEX13",0.83225190035828,1,0.061439182529903,0.00779577264575858
"PEX14",0.360363705988091,0.47171122766031,1.04393728060541e-09,0.167511600955181
"PEX16",0.571176553523648,0.906339879412223,0.766709866611871,0.723138059228096
"PEX19",9.00011171412519e-07,0.1726711050139,0.000414922890634645,0.00213366287315096
"PEX2",0.0228980316393551,0.601344407437055,0.062871877130127,0.516059805592157
"PEX26",0.712003727383515,0.206798888683744,0.165861497093634,0.172554833403491
"PEX3",1,0.693452151647927,0.00483100508380657,0.115258298863755
"PEX5",0.472158066216921,0.384183433822794,4.21722244887603e-06,0.887584000292364
"PEX5L",0.234579894322537,0.32048096023231,7.51207109582298e-09,0.611962786295026
"PEX6",0.139193521671687,0.388495067009013,1.16594545522346e-05,0.22903283355103
"PEX7",1,0.234065712080757,0.0081884641572866,0.0579307974129703
"PF4",0.0748884874184973,0.431793938918797,0.00599054361950988,0.0675346870296121
"PF4V1",0.0778018268879846,0.431353560032606,0.00407921869017098,0.0675346870296121
"PFAS",0.0547479358426755,0.116419860178937,0.00425301064033063,0.625023529469255
"PFDN1",1,0.554383242750447,0.00139148662616998,1
"PFDN2",3.65553795477892e-07,0.201179603998487,0.000660583991211922,0.00144542986959403
"PFDN4",0.602183288321995,0.730391439003792,0.0125631845375334,1
"PFDN5",1,0.0940612716348129,0.00129579256877446,0.873735231814626
"PFDN6",0.0707791561141484,0.56042776602139,6.74399056511472e-06,0.287892348523906
"PFKFB1",0.343598617938085,0.545079513640469,0.00125446511041892,0.861582636571456
"PFKFB2",4.03200262943739e-06,0.0968419143676771,0.00929916731160048,0.0177504398708682
"PFKFB3",0.184570386239473,0.0847134810314286,1.8535803971971e-05,0.875691290823266
"PFKFB4",0.647306478896615,0.436506194168099,0.001708138479873,0.197236025930038
"PFKL",0.790580098946495,0.463897888674933,0.00743899941776719,0.703164572405098
"PFKM",0.391869452483141,0.139210120604035,0.00239751955380789,0.745892528622653
"PFKP",0.28030476539618,0.102201779734678,5.26588555668268e-06,0.875220466300008
"PFN1",0.0846816104654047,0.0741103536174003,0.000246450727564659,0.630516398780415
"PFN2",0.1873563074764,1,2.46002296904033e-05,1
"PFN3",0.567820241213459,0.430477630101947,0.000609944247205272,0.596413913260008
"PFN4",0.673507641688066,0.687667702652389,0.00692556472146645,0.0109152201353917
"PGA3",0.575693107142904,0.438608611580979,1,0.868814098374808
"PGA4",0.575693107142904,0.438608611580979,1,0.868814098374808
"PGA5",0.575693107142904,0.438608611580979,1,0.868814098374808
"PGAM1",0.427370861100507,0.339296380129366,0.0044672155562206,0.661232601439953
"PGAM1P5",0.438189961106909,0.139391871702821,0.000348889827953745,1
"PGAM2",0.592402482278704,0.9293932840693,1,1
"PGAM4",1,0.477812356540513,0.000261076105522949,0.32741594434765
"PGAM5",0.572554010492557,0.0821566304956302,0.000370164135901988,0.730306308332472
"PGAP1",0.564598627020637,0.0356182859284107,0.000512345177331107,0.094319097754557
"PGAP2",0.511852636460563,0.0554325462660228,0.184391661693495,0.65695083309372
"PGAP3",0.369683266968686,0.554581710255481,0.856584996779954,0.624718098637667
"PGBD1",0.107653596526369,0.434141352558499,2.59166438922701e-05,1
"PGBD2",1.37390376019431e-05,0.00560728538686548,0.0222806756220763,0.000981197414080856
"PGBD3",0.219567355206331,0.0620889426292628,0.0378458330468884,0.856132669485869
"PGBD4",0.154454674113912,0.376156629175458,0.373473593606766,0.525123187062838
"PGBD5",6.51547212093715e-06,0.0197490846603907,0.0117725250443082,0.00103349873075792
"PGC",0.137814346735168,0.633033343968327,0.000142276904468954,0.366229139505202
"PGCP1",0.403304861000044,0.801661630470933,6.09584322952761e-05,0.0605115029349803
"PGD",0.21831985971673,0.470587223753055,8.36574896713913e-09,0.168391136805827
"PGF",0.276832503450994,0.401109684279232,0.0904816627735037,0.190581111821503
"PGGT1B",0.901427836778251,0.900530617017869,0.00764791980263151,0.169717607294975
"PGK1",1,0.634983345382088,0.000281945771760452,0.256081566496256
"PGK2",0.235755088990572,0.846344082724855,4.81699760838955e-06,0.128364824126607
"PGLS",0.0483482648981559,0.740874195129692,0.000102035006621515,0.422958469361635
"PGLYRP1",0.811705304950273,0.751775354796819,0.852039203655943,0.414871080687903
"PGLYRP2",0.0504720239433629,0.912188784358752,5.97283504656184e-06,0.633984231635284
"PGLYRP3",4.63754478697195e-06,0.10556121890043,6.47580435784281e-05,0.00127671779598568
"PGLYRP4",4.63754478697195e-06,0.105750435143624,6.47580435784281e-05,0.00129329955121447
"PGM1",0.578871055803481,0.132792695355452,3.05207389530173e-06,0.491342600841548
"PGM2",0.0967262282781648,0.775296393107109,0.00122032438394695,1
"PGM2L1",0.793898393443488,0.451562861236565,0.00359128246753204,0.270967881213929
"PGM3",0.880199654939374,1,0.000718042753550383,0.550217290568535
"PGM5",0.640039571858169,0.259085363518861,0.0277141388473502,0.866751563238846
"PGM5P2",0.35446775090034,0.322215483267308,0.025399320049079,0.86539914652215
"PGP",0.0850510751362537,0.318780163493638,0.470456056622216,0.323667935899901
"PGPEP1",0.0404465595571649,0.504885617832912,1.62814145051926e-05,0.205581011971188
"PGPEP1L",0.377746758035114,0.816170216674054,0.00437041348246184,0.596008459387859
"PGR",0.326887553640341,0.219303915143862,0.00565151693035178,0.14253101309166
"PGRMC1",0.545317501925138,0.224092975069402,0.000482466915540392,0.188841023558668
"PGRMC2",0.0181547932763386,0.42429159729817,0.133271574328011,0.800235469791437
"PGS1",0.092096933629696,0.269167498648064,0.00144532044616335,0.668186735855542
"PHACTR1",0.205042331124506,0.492329354429065,2.59665406129401e-07,0.372871640490043
"PHACTR2",0.764784695899518,0.69317933771293,0.00500331784213592,0.120934028468345
"PHACTR3",1,0.605095536780387,0.0151227707871682,0.798581923901836
"PHACTR4",0.878799216552459,0.646109132639485,4.71976062060404e-05,0.114495005019953
"PHAX",0.543136318273991,0.712077453457179,0.000696498877001216,0.446533201745255
"PHB",0.200620553273604,0.698615498893417,0.198179813638452,0.634852469460218
"PHB2",0.413566859120032,0.848734692860598,4.35126267761774e-06,0.888335072191198
"PHC1",0.603193190233605,0.627145197226176,8.2134161254101e-06,0.887281647870708
"PHC2",0.660562752565408,0.343571060862781,1.59256364329665e-09,0.202070218232295
"PHC3",0.106283466256107,0.473758848993056,2.06892990736703e-08,0.61459144476636
"PHEX",0.433493277455475,0.705445029126369,0.097857353157494,1
"PHF1",0.0882631710398371,0.560237546656141,4.86024217862801e-06,0.2928852753009
"PHF10",0.537859251905718,0.685568634043725,0.0175188137891921,0.16562398068797
"PHF11",0.746016883543978,0.332073058395151,0.464910839379526,0.0783301433811977
"PHF12",0.468183245591987,0.417020515996217,0.0267950014540863,1
"PHF13",0.0516209905345449,0.670813060830893,9.74816932939428e-06,0.126919038701873
"PHF14",0.790455042037627,1,0.766132413295981,1
"PHF15",0.807307680266354,0.713183497431313,0.00424670311226504,0.124626757249143
"PHF16",0.233343459680695,0.704749556145948,0.0117353891132182,0.383749167243508
"PHF17",0.0198637509086563,0.632614120662492,0.246188197704889,0.797964166061514
"PHF19",0.876552782395602,0.539227094376542,0.0054846791712401,0.138233538321767
"PHF2",1,0.521767034543995,0.0781943720195689,0.309733376449323
"PHF20",0.860602649675792,0.196458492086787,0.307731427755114,0.523559147528245
"PHF20L1",0.00635312607075426,0.259175774022481,3.75734608127059e-06,0.239468364077965
"PHF21A",0.673767633229102,1,0.766682660936115,0.486873420783049
"PHF21B",0.424717786580965,0.327095755272291,0.39936818355457,0.525915266744183
"PHF23",0.205976601406041,0.126368315644992,7.48033484366299e-06,0.625744593361012
"PHF2P2",0.882514830680159,0.727326552407001,0.69714676370859,0.578829636403199
"PHF3",0.472975713371473,0.528301804430305,0.000220909798265965,0.136321656594439
"PHF5A",0.244017669028731,0.393769189475117,0.0636843595884717,0.235596913441151
"PHF6",0.633108614427273,0.203106191562169,0.00107029916427499,0.329753232120669
"PHF7",0.764321380841281,0.641566333101863,0.021072739975104,0.838729026280247
"PHF8",0.500693602269166,0.900093665578682,0.00407304574174164,0.47938108794037
"PHGDH",0.231101962384957,0.43895090947957,9.44141051071444e-06,0.323959225015088
"PHGR1",0.414919362457615,0.762229834363681,1,0.204093406794077
"PHIP",0.88340559782314,0.336843302319561,0.0004894944888089,0.343766369472919
"PHKA1",0.794988060466876,0.285501786522267,0.00014661690300122,0.866390243048184
"PHKA2",0.433245159465757,0.899956536837991,0.0965885566545139,1
"PHKB",0.00584625317608261,1,0.766407833180705,0.624001599167025
"PHKG1",0.375596933446129,0.600646717855234,1,0.898626428698049
"PHKG2",0.29040341439338,0.281107832144649,0.803750290163243,0.766493318036745
"PHLDA1",0.739236654760532,0.0572811996863752,0.000210244513083911,0.610061480928344
"PHLDA2",0.741415409207971,0.072647866226589,0.150777299039814,0.828116089490942
"PHLDA3",1.92854157734296e-06,0.0965044293365343,0.000421947505610268,0.0230195363563743
"PHLDB1",0.0678221953299447,0.0775920589168925,0.178169262019863,1
"PHLDB2",0.0540383366808442,0.768623316486921,0.00124783349497957,0.365269900144273
"PHLDB3",0.642926867525138,0.67887986670865,1,0.74900374031256
"PHLPP1",0.210786505867112,0.312673816091193,0.0217256582186704,0.781186623641575
"PHLPP2",0.00753324851755084,0.901980510786556,0.820138862966687,0.150660560468339
"PHOSPHO1",0.278841120423744,0.697801319097377,0.169579157399555,0.634744858166397
"PHOSPHO2",1,0.026168162891686,0.000649543202309789,0.0254617649152174
"PHOX2A",0.699781357081442,0.448316529533267,0.00436535517893539,0.457104726359103
"PHOX2B",0.187039830815704,0.893506682759149,0.0136903547018625,0.653832327727079
"PHPT1",0.551627172087002,0.547885774411246,0.0515871927215302,0.0958159538764098
"PHRF1",0.633014338743772,0.184546361145194,0.294219525066723,0.516964846396244
"PHTF1",0.343884885259414,0.321639685828441,0.000285518063381841,0.0723188325267927
"PHTF2",0.468649424219506,0.589146081468323,0.286039266901587,0.896116413882453
"PHYH",0.187063969905033,0.0502386766988914,1.86656958775393e-05,0.340085963597337
"PHYHD1",0.877300595302197,1,0.025005481138287,0.0875539010501437
"PHYHIP",0.157816266411589,0.791766768237022,0.37790806989729,0.260304490649779
"PHYHIPL",0.479071402222057,0.108248431749246,0.00335893627514317,0.850564735580195
"PHYKPL",0.64569891190405,0.495792690684916,0.0012009228621394,1
"PI15",0.0142063918764155,0.490177292434943,0.0739981129512157,0.436307664192019
"PI16",0.200822357837087,0.438264667057918,9.3404215402364e-06,0.218261900748449
"PI3",0.47982481668379,0.439089135236107,0.0502062539418561,1
"PI4K2A",0.337522951873097,0.427353819121841,0.00447063183124716,0.661676983560907
"PI4K2B",0.0658981142044642,0.663710391547695,0.000187921975052831,1
"PI4KA",0.713614045567287,0.170254957242469,0.166179299714523,0.172554833403491
"PI4KAP1",0.713614045567287,0.170254957242469,0.166179299714523,0.172554833403491
"PI4KAP2",0.713614045567287,0.170254957242469,0.166179299714523,0.172554833403491
"PI4KB",4.55642088886363e-06,0.0744302903574524,1.01125642350495e-05,0.000273700672133278
"PIANP",0.682729755579919,0.703179398920849,9.49220795050421e-06,0.888002975279201
"PIAS1",0.198837823366907,0.793201442819681,0.738662826756983,0.0205408661578411
"PIAS2",0.641651789856405,0.253369229026164,0.000699749078759824,0.335851387195927
"PIAS3",0.000202428485718109,0.256135936841885,0.000126600041082391,0.0405054465469009
"PIAS4",0.342054968296728,0.0839425534285567,1,1
"PIBF1",0.66562863650087,0.736971778621168,0.92526707645716,0.0584897283602931
"PICALM",0.231595113846789,0.637079427590413,0.000678049457962881,0.870246045866728
"PICK1",0.527631838249407,0.191412454371002,0.0351387217281515,0.0384030364199898
"PID1",0.900728327951696,0.188885259561905,0.00591793482700772,0.0162074010100371
"PIDD",0.204211440840412,0.139342861003603,0.199277339641503,0.400998894846044
"PIEZO1",0.027430310471911,0.803898638852088,0.641597180256642,0.281519384695022
"PIEZO2",0.10363761117713,1,0.541733831119345,0.514817887773037
"PIF1",0.113988387620983,0.681236591149635,1,0.0510760550652157
"PIFO",0.402434363809512,0.8012732554327,6.0315868987391e-05,0.13407680499889
"PIGA",0.602999580119846,0.899706987848179,0.0488362773981146,1
"PIGB",0.286795546291641,1,1,0.0258731378389861
"PIGC",4.57169512583137e-06,0.105694441114312,0.000801823252484282,0.00703144630602687
"PIGF",1,0.841051699889889,0.0197474946043187,0.0101093544879709
"PIGG",0.159324511918012,0.893234013335618,3.52470866098128e-08,0.202281070016596
"PIGH",0.331309322352579,0.721521505349115,0.373469060834948,0.313217798953692
"PIGK",0.571243782716638,0.3126710828419,8.65375313313265e-05,0.36452502684841
"PIGL",0.125340387399473,1,0.191802647853782,1
"PIGM",2.01905776027149e-06,0.1726711050139,0.000248054448891609,0.00204204290691417
"PIGN",0.526655097992104,0.560168379136208,0.0267273216339263,1
"PIGO",0.329975451503147,0.808581039497486,0.21771653244241,1
"PIGP",0.595854435399699,0.715949765602714,0.069906587444706,0.699143821191551
"PIGQ",0.239708446385593,0.483788918237492,0.650885545536313,0.193007665843795
"PIGR",3.96164482080024e-06,0.0969629545554272,0.0137542350311396,0.0181116445835486
"PIGS",0.529892084918752,0.475851791225264,0.0467601150003559,1
"PIGT",0.724491222338244,0.438662297053088,0.0500295709011055,1
"PIGU",0.789892559044442,0.265367169586612,0.416500674277335,0.206715847026535
"PIGV",1,0.873058894117823,4.92311117813327e-06,0.108516395456582
"PIGW",0.21064197468645,0.462470676585701,0.165635477705665,0.480612425901793
"PIGX",0.19865895190433,0.782613096237188,1.78174425178507e-08,0.433909056773643
"PIGY",0.193420153498497,0.877651629193931,0.62981893860151,0.174317944258506
"PIGZ",0.19865895190433,0.713981246485484,1.78174425178507e-08,0.433909056773643
"PIH1",0.0278709697541168,0.701900138347302,1,0.456421096509319
"PIH1D1",0.286812044325527,0.525347709985206,0.0917183549960377,0.195096409233699
"PIH1D2",0.200848026965465,0.345042054036897,0.167549774873692,1
"PIH1D3",0.806730456222474,0.213011042765147,0.00263620331813008,0.329053284292918
"PIK3AP1",0.337726534132992,0.34476735906034,0.00283383741754007,0.822275412501291
"PIK3C2A",0.763768759706664,0.30155797056486,0.829279906945367,0.308700439973622
"PIK3C2B",1.2880221772512e-06,0.0664732578113276,0.00277442382763983,0.0177631215999916
"PIK3C2G",0.252277385484299,0.559738278269418,2.6736808835194e-05,0.888232359633557
"PIK3C3",0.453364511744375,0.483409891395442,0.00484515613317694,0.334945846671447
"PIK3CA",0.119853720798269,0.277677175699392,5.07779636205915e-09,0.702258783018206
"PIK3CB",0.182296787774085,0.780973924533718,0.000491385548853534,0.612765247760772
"PIK3CD",0.216040815178294,0.568421531676381,1.25783403832992e-08,0.170233834762065
"PIK3CG",0.717061847806154,0.647959850999986,0.00228596560714596,0.197768336060653
"PIK3IP1",0.37227038314482,0.242757260027564,0.0474227105077982,0.0456594918206535
"PIK3R1",0.348726576932079,0.791666838668147,0.195756879921729,0.0674891362671842
"PIK3R2",0.0726372136667179,0.50479590600269,4.16674640619644e-05,0.521818850224976
"PIK3R3",0.598170725461562,0.262132653210582,5.33997464288089e-07,0.0238055293465157
"PIK3R4",0.175020838477524,0.636785088481382,0.00179005000510999,0.696961552746742
"PIK3R5",0.111363052649414,0.390431351423352,0.040090779507678,0.630115928748554
"PIK3R6",0.111462160005776,0.225338822873705,0.0284459568694201,0.630115928748554
"PIKFYVE",0.632303159806182,0.0524128378685135,0.00401080393745166,0.272914924205054
"PILRA",0.418454819376883,0.651765168442245,0.0774318921006333,0.899260161001353
"PILRB",0.418454819376883,0.718730011920554,0.0774318921006333,1
"PIM1",0.168188738577451,0.334700208885865,5.29702701090069e-06,0.173148766334126
"PIM2",0.232985350927416,0.899133145844888,0.00271212596795692,0.724843355284012
"PIM3",0.787590137886318,0.329919663135811,0.116151108840743,0.512713832604239
"PIN1",0.203811600704942,0.635882476110136,3.19016769567092e-05,0.295279765811527
"PIN1P1",0.566898224410433,0.251411675787521,4.54501542877756e-05,0.857183515904416
"PIN4",0.795208058371267,0.342095998979346,4.39840994520199e-05,0.867262977663055
"PINK1",0.637575226321148,0.878821388038084,6.72678648399624e-05,0.0565846140637944
"PINLYP",0.641482128242819,0.605341386761923,1,0.635096364374575
"PINX1",0.154617791577298,0.699942855113353,0.589706074862225,0.37867009605171
"PIP",0.584131709785441,1,0.0167020014447455,0.893839682455701
"PIP4K2A",0.145000560864334,0.0558453320365739,0.000228357637102528,0.407846445919911
"PIP4K2B",0.412613558587454,0.608937958780341,0.503831122822398,0.223457570136572
"PIP4K2C",1,0.123296137803022,0.00293692261527324,0.631924464589338
"PIP5K1A",7.06972576708531e-06,0.106527836522971,4.06757915453218e-06,0.000504234291395071
"PIP5K1B",0.863080167027784,0.701933026631029,0.0164305360244589,0.863791269892814
"PIP5K1C",0.423014676649523,0.135644659490017,0.783996001127956,0.82837361364772
"PIP5KL1",0.7598421543076,0.715430765128783,0.0350355295113974,0.0176656721886589
"PIPOX",0.533870179079992,0.610118441876462,0.0337692837233253,1
"PIPSL",0.206065849153247,0.339554574095845,0.0159325227986739,0.660780591566748
"PIR",0.602999580119846,0.899706987848179,0.0488362773981146,1
"PIRT",0.20652467164858,0.389186906836183,0.0690228333713205,0.610726201462093
"PISD",0.204637545085308,0.288745294676904,0.0558649064880322,0.0423311194120151
"PITHD1",1,0.879146134093074,7.36401366004215e-06,0.0724460878000901
"PITPNA",0.293268803541252,0.0778618454727083,3.16606544910018e-06,0.646869198529263
"PITPNB",0.606391687705198,0.10451293562255,0.0659793194202483,0.192377485404585
"PITPNC1",0.0146045311288808,0.712302777649978,0.0182530726883214,0.670876514444306
"PITPNM1",0.901187230690316,0.357918631637156,0.137625123158601,0.192619487426341
"PITPNM2",0.910126947446991,0.167350628972886,0.00639962220398989,0.744806265620494
"PITRM1",0.279392095123918,0.126436271783649,5.12956412075869e-06,0.875220466300008
"PITX1",1,0.902076082355093,0.0045182103378413,0.124742457320309
"PITX2",0.163822267293834,1,0.501987178122985,0.618993206998009
"PITX3",0.75060011220643,0.527735194366757,0.000479983491331702,0.660702871750663
"PIWIL1",0.494855002643259,0.129506023078868,0.000290305065619205,1
"PIWIL2",0.15740593764454,0.689426539627228,0.443381232697861,0.256550228335051
"PIWIL3",0.89957980000338,0.202833949874549,0.209175740398859,0.216546018454618
"PIWIL4",0.481204717526079,0.80711667320237,0.0014210500613527,0.235224399719761
"PJA1",0.795437424815766,0.296885948622125,6.59154901316111e-06,1
"PJA2",0.707985460546693,1,0.0334110571312464,0.148812799561454
"PKD1",0.0688669043330481,0.371728606101849,0.3672293340742,0.323667935899901
"PKD1L1",0.478616674471264,0.791005451165213,0.944286879203931,0.697659512273611
"PKD1L2",0.0276847946700232,1,0.644860065394459,0.362927135432781
"PKD1L3",0.00751553526196727,1,0.651361970720769,0.150715871050309
"PKD1P5",0.0692983782935289,0.427643154887492,0.174121777524946,0.523308531074972
"PKD1P6",0.0692983782935289,0.427643154887492,0.174121777524946,0.523308531074972
"PKD2",0.190755060266492,0.877696846617254,0.747096717314882,0.112792459239955
"PKD2L1",0.528609253037753,0.423058389514333,0.00478787845646699,1
"PKD2L2",0.808239099947345,0.810151164887323,0.0163954271197342,0.190998834631156
"PKDCC",0.601190362066196,0.684376586313082,0.0238167259691825,0.0160773820167983
"PKDREJ",0.423240197459172,0.317036040343091,0.079348831209315,0.294449423514635
"PKHD1",0.279813234615064,0.629694005822352,0.000210719533018332,0.356771052782318
"PKHD1L1",0.00601631724759651,0.494434706273479,5.15871946716916e-06,0.516930298066592
"PKIA",0.0145858233333062,0.792426796823182,0.129022015539985,0.51696506468117
"PKIB",0.653096501593644,0.189963942388735,0.0165580301154306,0.124719609414899
"PKIG",0.659053824134829,0.489124059672484,0.0422746339052926,1
"PKLR",9.34440164486438e-07,0.202131344990061,4.93950782946028e-05,0.000299519642172471
"PKM",0.679010994112055,0.801289367234918,0.340411275551402,0.0587408101219527
"PKMYT1",0.10456304404694,0.367071765340765,0.786311837779925,0.323001321205976
"PKN1",0.0619124651245402,0.823957870169737,4.83237479551208e-06,0.625465173902533
"PKN2",0.569618506123486,0.441641282417591,0.00285320921250266,0.209960542655549
"PKN3",0.87768970342687,0.805407470033275,0.0236634466513152,0.0856702232774972
"PKNOX1",0.598206342612216,0.541728274074873,0.0694239258772069,1
"PKNOX2",0.0638811928165021,0.402885369796209,0.0671683065356552,1
"PKP1",1.9054678526237e-06,0.0965500825849073,0.000340621253866297,0.0115203697521437
"PKP2",0.759280211505161,0.849726753010794,0.000188598824242701,0.166362802483678
"PKP3",0.42042700144014,0.349947570123791,0.407424348297468,0.512540971030491
"PKP4",0.730740883909763,0.169952659334986,0.000606779018629316,0.023517276873682
"PLA1A",0.114729235737174,0.84716404674974,0.00312321263478173,0.437117202181337
"PLA2G10",0.0692983782935289,0.427643154887492,0.174121777524946,0.523308531074972
"PLA2G12A",0.0766178917666454,1,0.740260681515512,0.615927436791041
"PLA2G12B",0.772758967299436,0.0390549421377503,0.00437118166693582,0.853487124805959
"PLA2G15",0.00239605616448537,0.460951739530434,1,0.217914859182796
"PLA2G16",0.490000989559137,0.569531308080453,0.52559039705951,0.872967764661086
"PLA2G1B",0.731358063572413,0.0917116946566692,0.00238956004271601,0.515865344802309
"PLA2G2A",0.430921903789383,0.64995875751735,5.28930432650423e-05,0.0561799829456969
"PLA2G2C",0.430929035184512,0.879212396466132,4.99264934629877e-05,0.055784054287418
"PLA2G2D",0.431133748018882,0.651350208649477,5.59311579207465e-05,0.055784054287418
"PLA2G2E",0.430921903789383,0.651140643037227,5.23484922645115e-05,0.0819548374898532
"PLA2G2F",0.431157984434969,0.879272157579589,5.59311579207465e-05,0.055784054287418
"PLA2G3",0.252702104648901,0.242757260027564,0.0171084021268746,0.046421125502554
"PLA2G4A",2.88863069131808e-06,0.0495203256878384,0.000773922353640545,0.00590761194003028
"PLA2G4B",0.103893567073054,0.644090017649396,0.589187044306028,0.299390180784366
"PLA2G4C",0.467311574982229,0.391408562462,0.636210651687933,0.196789180481329
"PLA2G4D",0.196113654518352,0.644830345353998,0.498661204477703,0.308136099208886
"PLA2G4E",0.103894393490462,0.644265397637517,0.417770266559758,0.215251261903052
"PLA2G4F",0.19609320304926,0.644830345353998,0.686439886645417,0.308136099208886
"PLA2G5",0.431133748018882,0.64995875751735,5.34627601168827e-05,0.0561799829456969
"PLA2G6",0.314007936733566,0.284720454145179,0.0203448450141155,0.043513457640231
"PLA2G7",0.163502095758311,0.774268185350272,2.30170049007231e-06,0.219456462742232
"PLA2R1",0.909168697273306,0.0568583801551682,0.00777213629400686,0.0240468899088259
"PLAA",0.429102572124581,0.599711184714154,0.00325160407844786,0.293087609044797
"PLAC1",0.811418090583139,0.140375797169731,0.000831710007127125,0.331673198128332
"PLAC1L",0.671022321488958,0.425201593895397,0.710109217820855,0.737957545052388
"PLAC8",0.108113557397643,0.440518441346023,0.0683631143212598,0.265927850423207
"PLAC8L1",1,0.812207459004516,0.000267227429831421,0.578081442313315
"PLAC9",0.883387581251546,0.0572902898161434,0.00189899587015864,0.851322107290705
"PLAG1",0.0758785117019272,0.93014790440363,0.239869177252638,0.364002561519758
"PLAGL1",0.76490879801722,0.692620851752747,0.00642940983904865,0.0793287316862561
"PLAGL2",0.726106423595349,0.304592287441556,0.110296336857482,0.256736940398107
"PLAT",0.414302300979248,0.772100857481163,0.0228956814182959,0.181876983734298
"PLAU",0.772921012472804,0.031498889891383,0.00754952667382174,1
"PLAUR",0.642418110212492,0.755725390969424,1,0.874198747575008
"PLB1",0.60419837606327,0.842414297619052,0.000705964378978872,0.0523720612354806
"PLBD1",0.396883848871308,0.694526963639921,3.90111558805523e-06,0.77659254958746
"PLBD2",0.649313886708024,0.201140827412364,6.93339527812369e-05,0.737363137221717
"PLCB1",0.520543965433313,0.856514204859139,0.00765534860326493,0.434148104557502
"PLCB2",0.414919362457615,0.762193709205771,1,0.204093406794077
"PLCB3",0.489590625760533,0.651424053068617,0.42090635437286,0.750262559274039
"PLCB4",0.646876857983518,0.717182357903973,0.0141270250004418,0.6019645298931
"PLCD1",0.0775811529721574,0.157978064178999,0.077541486655952,0.321757275813612
"PLCD3",0.474934294454842,0.535960149284953,0.385676969414921,0.319416544089406
"PLCD4",0.549382775728872,0.101125957295558,0.00312393907246827,0.0871303788560128
"PLCE1",0.340128795777931,0.340099144522576,0.0129252827797929,0.660783543573423
"PLCG1",0.594645726976998,0.257363464383305,0.371702931358017,0.699805198107591
"PLCG2",0.0277070883112652,0.899399762607561,0.814906146088076,0.36165055399494
"PLCH1",0.1106045223098,0.927783309213425,4.82344526611178e-05,0.899773051834296
"PLCH2",0.0251347033950052,0.138209077158774,1.6307345738327e-06,0.0616999553658469
"PLCL1",0.489467003160411,0.0359096153595483,0.00232671803495209,0.100195641808924
"PLCL2",0.196007593816211,0.508448612238154,0.117073170185884,1
"PLCXD1|ENSG00000182378.8",0.518865490879783,0.612598921238512,0.0509895514926903,0.477681956876923
"PLCXD2",0.0540383366808442,0.768527772357254,0.00205111402543936,0.365408847973624
"PLCXD3",0.513903544751928,0.537703121961427,0.0454506026187997,0.693975859790608
"PLCZ1",0.295430418654258,0.698020475624957,2.08591503370195e-05,0.888142135946559
"PLD1",0.103783401094982,0.473322030942176,1.06477268831306e-09,0.706240548503355
"PLD2",0.084694691736924,0.0546522812155912,0.000262892340120087,0.806434516076811
"PLD3",0.370823625310322,0.486396986894978,0.210840886036688,0.760736942089624
"PLD4",0.363352260617732,0.72430902550024,0.0379650859346347,0.364409316309716
"PLD5",2.89946640229541e-05,0.00943097655287187,0.0070564594175738,0.000629594261733203
"PLD6",0.17730815845752,0.755678873868382,0.255409695562963,1
"PLEC",0.00207393829754397,0.3014187165855,2.10886893307958e-07,0.188745496541528
"PLEK",0.9148002840358,0.919836950964428,0.0663195333496136,0.00442193122482732
"PLEK2",0.266041962653756,0.722509534234903,0.375496367321618,0.316254613505785
"PLEKHA1",0.371929572084324,0.767975675424779,0.000956556001941007,0.558052007478716
"PLEKHA2",0.512638602261436,0.303606345440058,0.155249353272196,0.346888158521352
"PLEKHA3",1,0.0141012662711457,5.24533124574161e-05,0.0399955429946297
"PLEKHA4",0.474780898422047,0.458590295375193,0.222119961914664,0.252140308098708
"PLEKHA5",0.214564999632168,0.771981465691823,2.18610214138878e-05,0.888727866655842
"PLEKHA6",1.29192101292673e-06,0.0661298877500491,0.00280820751107779,0.0241407194877307
"PLEKHA7",0.547954254173521,0.301302552333515,0.829164013751374,0.543410930246442
"PLEKHA8",0.593859337485975,1,0.828033150480165,0.68956931582302
"PLEKHA8P1",0.515252945084038,0.248769895507603,0.00459814621766457,0.527961954621279
"PLEKHB1",0.79352537415877,0.450796848582703,0.000630086846210202,0.223198905379628
"PLEKHB2",0.90719670447006,0.297371665168733,0.0826348408102753,0.0450779813223533
"PLEKHD1",0.221570703766795,0.631362471092635,0.0987008903301708,0.232691386160147
"PLEKHF1",0.105402128652339,0.562326202883061,0.000903225821372899,0.202223247842462
"PLEKHF2",0.0582043386672021,0.48939756172126,0.00146710544372063,0.897095302213197
