	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	otherCells
TCGA-CN-6022-01A	1.69E-05	0.011201741	0.304844088	0.015160548	0.046152327	0.000542644	6.01E-10	0.622081753
TCGA-CN-6023-01A	7.56E-05	0.015816612	0.443225239	0.062104107	0.055044624	0.000289827	9.94E-11	0.423443995
TCGA-CN-6024-01A	2.44E-07	0.008029374	0.241695398	0.006262807	0.011181951	2.71E-05	5.47E-10	0.732803105
TCGA-CN-6988-01A	6.33E-05	0.011955488	0.690626421	2.71E-06	3.64E-05	0.000538624	4.80E-09	0.296777042
TCGA-CN-6989-01A	1.46E-06	0.010104711	0.346166797	0.015647948	0.04888623	0.00037726	1.67E-09	0.578815597
TCGA-CN-6992-01A	0.000190453	0.010903591	0.379277927	0.018531688	0.025382318	0.000220362	2.89E-09	0.565493659
TCGA-CN-6994-01A	4.31E-07	0.004768126	0.289163683	0.000223577	0.018630436	0.000654818	3.57E-11	0.686558928
TCGA-CN-6995-01A	0.000169196	0.005906233	0.224579512	1.40E-05	0.025862032	0.000236798	2.58E-09	0.743232218
TCGA-CN-6996-01A	0.000306333	0.005711985	0.305193323	0.023647945	0.039288405	0.000345318	1.11E-08	0.625506679
TCGA-CN-6997-01A	7.09E-05	0.008725351	0.268212347	0.02173177	0.017170454	0.000413006	1.21E-09	0.683676163
TCGA-CN-6998-01A	4.10E-07	0.003947196	0.259210989	3.45E-08	0.006212915	5.23E-05	4.06E-09	0.730576144
TCGA-CN-A497-01A	1.82E-06	0.009917807	0.252590676	0.023626257	0.029191525	0.000262093	2.25E-09	0.684409823
TCGA-CN-A498-01A	1.06E-06	0.006440236	0.280143177	0.016388521	0.013865486	0.000146623	1.57E-09	0.683014894
TCGA-CN-A499-01A	0.004711789	0.008847263	0.23496881	0.018509129	0.024634632	0.000776629	2.23E-07	0.707551524
TCGA-CN-A49A-01A	2.08E-08	0.006271578	0.881489669	0.015533575	0.049017349	2.73E-06	5.74E-10	0.047685078
TCGA-CN-A49B-01A	0.000781445	0.007463697	0.169504004	0.012736866	0.027081341	0.000452853	5.21E-09	0.78197979
TCGA-CN-A49C-01A	4.36E-08	0.008619438	0.27079362	0.025105075	0.022224993	6.83E-05	4.91E-09	0.673188563
TCGA-CN-A63T-01A	0.002341248	0.008634956	0.20509065	0.026846804	0.027660473	0.000342042	3.35E-09	0.729083824
TCGA-CN-A63U-01A	9.86E-09	0.022962189	0.225208939	0.003614751	0.029012881	8.86E-05	3.65E-09	0.719112659
TCGA-CN-A63V-01A	0.000217058	0.004975481	0.232991744	0.009062371	0.016707908	1.00E-05	1.38E-10	0.736035429
TCGA-CN-A63W-01A	0.001199902	0.015502806	0.239949537	0.005884576	0.016349486	0.000125462	1.40E-09	0.72098823
TCGA-CN-A641-01A	0.001223178	0.014641837	0.255853476	0.001606576	0.018237358	0.000106388	3.24E-10	0.708331187
TCGA-CN-A642-01A	0.003965963	0.007710213	0.243583516	0.016898782	0.02385453	0.000341182	2.83E-09	0.703645812
TCGA-CN-A6UY-01A	0.001583541	0.01366463	0.13416071	0.020934133	0.029888511	0.000244193	9.84E-10	0.799524281
TCGA-CN-A6V3-01A	0.003344982	0.006734798	0.246029555	0.029725288	0.029096571	0.000309165	3.75E-09	0.684759637
TCGA-CN-A6V6-01A	0.002133936	0.004646652	0.219245021	0.034705738	0.034240011	0.000364985	7.67E-09	0.70466365
TCGA-CN-A6V7-01A	2.05E-05	0.014211052	0.282415935	0.022423287	0.018776272	0.000218845	1.42E-08	0.661934134
TCGA-CQ-5323-01A	5.93E-05	0.006657089	0.34905986	0.026277107	0.030040334	0.000230278	4.13E-10	0.587675981
TCGA-CQ-5324-01A	0.000628951	0.005388616	0.323061315	7.44E-08	0.012615672	0.0003628	5.36E-09	0.657942567
TCGA-CQ-5325-01A	0.005852054	0.005621655	0.245977682	0.172744525	0.066788045	0.000368915	3.36E-09	0.502647122
TCGA-CQ-5326-01A	0.000273991	0.009671882	0.283209609	0.004189357	0.028135733	0.000287623	1.87E-09	0.674231803
TCGA-CQ-5327-01A	9.63E-06	0.006913352	0.323237028	8.04E-06	0.034890653	0.000126814	7.27E-10	0.634814478
TCGA-CQ-5329-01A	0.003251853	0.008842674	0.266626831	0.035284101	0.048400485	0.000622382	8.27E-11	0.636971673
TCGA-CQ-5330-01A	0.000608447	0.008190983	0.299236119	0.017465362	0.049034654	0.000336347	3.44E-09	0.625128084
TCGA-CQ-5331-01A	0.00070764	0.005346203	0.344653597	0.001743541	0.027116088	0.000897549	2.39E-09	0.619535379
TCGA-CQ-5332-01A	0.00017893	0.011427188	0.280043303	0.009723515	0.020815574	0.000514558	1.31E-09	0.677296931
TCGA-CQ-5333-01A	0.001073339	0.005962019	0.176316182	0.022038152	0.062580595	3.78E-05	1.48E-09	0.731991949
TCGA-CQ-5334-01A	3.17E-06	0.006753454	0.345946471	0.013220252	0.035603031	0.000249742	3.62E-09	0.59822388
TCGA-CQ-6218-01A	6.45E-05	0.005324395	0.220020134	0.015259525	0.014199512	0.000151248	2.26E-09	0.744980714
TCGA-CQ-6219-01A	0.001200027	0.007936746	0.222237507	0.016042172	0.031610238	0.000122278	2.76E-10	0.720851031
TCGA-CQ-6220-01A	3.81E-05	0.00999915	0.334839649	4.66E-06	0.011156755	7.41E-05	3.14E-09	0.643887508
TCGA-CQ-6221-01A	2.28E-05	0.003278021	0.222698288	0.016405992	0.027777195	0.000134771	1.87E-09	0.729682971
TCGA-CQ-6222-01A	2.75E-08	0.004640857	0.188715622	5.86E-06	0.026463416	3.25E-05	5.35E-10	0.780141683
TCGA-CQ-6223-01A	0.000552098	0.00698611	0.321507173	5.75E-08	0.011874351	0.000165248	1.47E-07	0.658914815
TCGA-CQ-6224-01A	0.000672983	0.004586209	0.198784464	0.020014214	0.037144153	0.000331797	1.76E-08	0.738466162
TCGA-CQ-6225-01A	1.85E-06	0.011101256	0.334392763	1.66E-05	0.011008526	0.000140987	1.25E-09	0.643337983
TCGA-CQ-6227-01A	0.002150689	0.007926333	0.220712773	0.008113597	0.020157933	0.000158052	1.20E-09	0.740780622
TCGA-CQ-6228-01A	0.001000877	0.007901387	0.282142559	0.005698115	0.021922241	0.000300916	1.09E-10	0.681033906
TCGA-CQ-6229-01A	0.002652618	0.006659165	0.209751627	0.003503337	0.013719158	0.000624619	2.05E-10	0.763089475
TCGA-CQ-7063-01A	3.62E-08	0.005923861	0.302165381	2.10E-07	0.024070252	0.000349232	1.65E-08	0.667491011
TCGA-CQ-7065-01A	5.99E-05	0.005535134	0.290543402	5.74E-07	0.007877054	2.32E-08	2.18E-09	0.695983905
TCGA-CQ-7068-01A	0.004235049	0.004997229	0.218254625	0.004047556	0.030791398	0.000365855	6.30E-09	0.737308282
TCGA-CQ-7069-01A	4.70E-08	0.009291391	0.295971093	2.88E-06	0.015193113	0.000273523	2.12E-09	0.679267949
TCGA-CQ-7071-01A	0.000447649	0.005314786	0.216597479	0.014643529	0.014826155	6.72E-05	6.07E-10	0.74810319
TCGA-CQ-7072-01A	6.80E-08	0.010432632	0.249459928	0.015791071	0.036086219	0.000129254	4.09E-08	0.688100787
TCGA-CQ-A4C6-01A	0.004693657	0.014235415	0.3040977	0.000244235	0.019046457	0.00042996	6.12E-10	0.657252576
TCGA-CQ-A4C7-01A	0.004315495	0.00889742	0.345209324	0.020369222	0.024710283	0.000192833	6.78E-09	0.596305417
TCGA-CQ-A4C9-01A	0.000939225	0.012163472	0.329673975	0.004979791	0.02022356	0.0002448	1.09E-08	0.631775167
TCGA-CQ-A4CA-01A	0.000615341	0.005378684	0.223473379	0.023860669	0.039959942	0.000206997	2.21E-09	0.706504985
TCGA-CQ-A4CB-01A	1.07E-06	0.008886091	0.309443959	0.036400711	0.03588902	0.000387198	1.73E-08	0.608991938
TCGA-CQ-A4CD-01A	0.004733643	0.010055042	0.225120733	0.011749983	0.033496471	0.000201829	1.72E-09	0.714642298
TCGA-CQ-A4CE-01A	0.000158396	0.005261811	0.254999059	1.61E-08	0.007861623	0.000125809	1.35E-09	0.731593285
TCGA-CQ-A4CG-01A	0.001336774	0.007142332	0.260435627	0.017463291	0.016856718	0.000455764	3.19E-09	0.69630949
TCGA-CQ-A4CH-01A	1.82E-06	0.008632878	0.326102955	0.009379078	0.025652165	0.000462112	8.37E-10	0.629768994
TCGA-CQ-A4CI-01A	0.000281181	0.015366955	0.399311482	0.027205926	0.0208389	0.000425563	1.65E-09	0.536569991
TCGA-CR-5243-01A	0.012753928	0.007147461	0.450122226	0.459920625	0.069374238	0.000646957	2.76E-06	3.18E-05
TCGA-CR-5247-01A	5.60E-05	0.011130026	0.27522977	0.006467863	0.014761934	0.000245273	7.94E-10	0.692109122
TCGA-CR-5248-01A	0.008693847	0.005367907	0.261354609	0.243584946	0.099638694	0.000285283	8.59E-10	0.381074714
TCGA-CR-5249-01A	6.33E-06	0.003898254	0.28163842	0.035926583	0.058239757	0.000334882	1.12E-10	0.619955774
TCGA-CR-5250-01A	0.002039485	0.004177462	0.282503933	0.075995503	0.051343927	0.000373154	6.98E-10	0.583566536
TCGA-CR-6467-01A	0.003480058	0.005546748	0.185856797	0.079243138	0.059299458	0.000456008	3.27E-09	0.66611779
TCGA-CR-6470-01A	0.002936784	0.004997988	0.216291423	0.089133668	0.069163298	0.000284575	1.26E-09	0.617192263
TCGA-CR-6471-01A	1.80E-09	0.001645537	0.285040493	0.003392802	0.027704393	1.60E-05	3.77E-10	0.682200748
TCGA-CR-6472-01A	0.000590093	0.013235782	0.286504255	0.004541279	0.012356876	8.80E-05	1.26E-09	0.682683682
TCGA-CR-6473-01A	0.000593356	0.017983482	0.220882525	0.015725212	0.024345074	0.000415186	2.48E-09	0.720055163
TCGA-CR-6474-01A	4.01E-07	0.005349241	0.197842501	0.019968382	0.040659276	0.000256081	4.91E-09	0.735924113
TCGA-CR-6477-01A	7.07E-06	0.010380615	0.253731382	0.005179712	0.034112057	0.000211334	8.94E-10	0.696377834
TCGA-CR-6478-01A	0.003110881	0.007648465	0.272679161	0.123766191	0.068483709	0.000185007	7.68E-09	0.52412658
TCGA-CR-6480-01A	6.70E-05	0.007677274	0.28882969	0.020513991	0.02449441	0.000773309	3.73E-10	0.657644341
TCGA-CR-6481-01A	0.001751886	0.004122748	0.26762927	0.108243078	0.082126874	0.000230179	9.71E-11	0.535895964
TCGA-CR-6482-01A	0.009091734	0.005367527	0.272799241	0.279070678	0.107083275	7.00E-05	6.18E-09	0.326517571
TCGA-CR-6484-01A	0.001725633	0.005609312	0.253887509	0.074759865	0.057717511	0.000174933	5.10E-10	0.606125237
TCGA-CR-6487-01A	0.014675978	0.009347832	0.258815342	0.346388186	0.116660218	0.000649771	1.49E-08	0.253462659
TCGA-CR-6488-01A	5.32E-08	0.006020859	0.26599893	0.0049429	0.044256926	0.000569714	1.22E-08	0.678210604
TCGA-CR-6491-01A	5.01E-06	0.006140922	0.290130417	0.003361536	0.012593299	8.47E-05	8.27E-11	0.687684138
TCGA-CR-6492-01A	0.001375707	0.007003716	0.288571764	0.060244089	0.031671708	0.000256697	3.42E-09	0.610876316
TCGA-CR-6493-01A	1.43E-08	0.008788845	0.39165826	0.015014157	0.016900728	0.000325899	6.96E-09	0.567312089
TCGA-CR-7364-01A	8.96E-05	0.009057492	0.314563328	0.037959634	0.028990149	0.000255581	3.82E-09	0.609084194
TCGA-CR-7365-01A	6.09E-09	0.007332388	0.330998975	1.42E-06	0.013700227	2.90E-05	1.89E-09	0.647937991
TCGA-CR-7367-01A	1.03E-05	0.00573437	0.324654642	0.068414564	0.034545808	5.28E-05	1.08E-09	0.566587605
TCGA-CR-7368-01A	0.00187654	0.006283296	0.294960754	0.017795103	0.024677651	0.000637283	8.52E-10	0.653769372
TCGA-CR-7369-01A	1.06E-05	0.004527503	0.336697767	0.000348517	0.024416348	0.000207247	3.00E-09	0.633791979
TCGA-CR-7370-01A	2.03E-08	0.009267715	0.420085403	0.020043525	0.035936842	0.000280377	4.43E-09	0.514386112
TCGA-CR-7371-01A	0.000425908	0.005552707	0.353941655	0.070228673	0.049502265	0.000395456	7.82E-10	0.519953335
TCGA-CR-7372-01A	4.30E-08	0.005891474	0.444519718	0.000206597	0.022269167	0.000123441	1.13E-09	0.526989559
TCGA-CR-7373-01A	0.000934862	0.005996016	0.266748911	0.014067092	0.041324239	0.000525827	1.57E-08	0.670403037
TCGA-CR-7374-01A	0.0007924	0.004591983	0.310351679	0.093774858	0.044205187	0.000334722	6.85E-10	0.54594917
TCGA-CR-7376-01A	0.000546555	0.005853106	0.221731478	0.031879483	0.069946477	0.00030702	5.76E-09	0.669735875
TCGA-CR-7377-01A	1.47E-07	0.006173804	0.277652546	0.006141012	0.053823912	0.000248495	1.55E-08	0.655960069
TCGA-CR-7379-01A	0.000541087	0.00748112	0.298186754	0.039821186	0.028436729	0.000213545	4.53E-09	0.625319574
TCGA-CR-7380-01A	0.000188307	0.004156081	0.383820126	0.009862989	0.023193546	0.000256802	6.58E-10	0.578522148
TCGA-CR-7382-01A	1.01E-06	0.006525403	0.321951893	0.057783403	0.082065631	0.001033494	1.65E-10	0.530639164
TCGA-CR-7383-01A	1.11E-07	0.010388487	0.252839074	0.022799076	0.03800805	0.000162208	1.40E-08	0.675802979
TCGA-CR-7385-01A	0.000271137	0.005866426	0.341718517	0.025790344	0.048199085	0.000230381	2.04E-08	0.57792409
TCGA-CR-7386-01A	0.000215541	0.006199554	0.210920843	0.003452584	0.036471714	0.00055888	1.94E-09	0.742180882
TCGA-CR-7388-01A	0.007176801	0.004945314	0.309680569	0.246216589	0.081717326	9.55E-07	1.92E-08	0.350262426
TCGA-CR-7389-01A	0.00257593	0.006917424	0.26698943	0.079074382	0.036769428	0.000140956	2.30E-09	0.607532447
TCGA-CR-7390-01A	2.09E-05	0.010324749	0.473915931	1.79E-07	0.022906303	0.000247312	1.39E-10	0.492584618
TCGA-CR-7391-01A	5.81E-05	0.003798446	0.412435089	2.21E-05	0.045589295	2.36E-07	7.13E-08	0.538096655
TCGA-CR-7392-01A	0.002351379	0.007528573	0.268979279	0.11477291	0.053185973	0.0001828	1.02E-09	0.552999085
TCGA-CR-7393-01A	0.00016371	0.002596657	0.374934617	2.02E-07	0.070188014	0.000110914	2.22E-09	0.552005884
TCGA-CR-7394-01A	0.000121197	0.002414682	0.291008489	0.038641679	0.03766765	0.000194094	5.87E-08	0.629952151
TCGA-CR-7395-01A	7.19E-07	0.005302368	0.276923279	0.010916084	0.033350659	3.19E-06	1.96E-08	0.673503683
TCGA-CR-7397-01A	9.86E-08	0.003539223	0.338201455	3.13E-07	0.026344826	0.000125585	7.32E-10	0.631788497
TCGA-CR-7398-01A	1.54E-07	0.009758281	0.383929124	0.018900767	0.030498098	0.000503252	5.08E-08	0.556410274
TCGA-CR-7399-01A	0.000218872	0.011966444	0.197690596	0.019951667	0.040271371	0.00033046	2.08E-10	0.729570589
TCGA-CR-7401-01A	1.10E-05	0.004892973	0.244299544	2.24E-06	0.015218128	1.24E-05	5.09E-09	0.735563663
TCGA-CR-7402-01A	0.004414047	0.010187476	0.206552107	0.088876365	0.034008563	0.000226606	1.49E-09	0.655734834
TCGA-CR-7404-01A	0.004685258	0.004774735	0.280986628	0.125877533	0.062883646	0.00042291	4.24E-10	0.520369289
TCGA-CS-4938-01B	0.004061085	0.004393298	0.076901617	0.011926626	0.020583707	9.30E-05	4.94E-10	0.882040667
TCGA-CS-4941-01A	0.000824466	0.005601125	0.151864259	0.020342204	0.053585789	0.000307407	9.36E-09	0.767474741
TCGA-CS-4942-01A	0.003934555	0.004508578	0.085088742	0.019747858	0.061271094	0.000236902	7.49E-09	0.825212264
TCGA-CS-4943-01A	0.005434969	0.009110224	0.10406161	0.03769103	0.034358383	0.00065983	3.57E-08	0.808683918
TCGA-CS-4944-01A	0.003239835	0.004909302	0.058793805	0.011709629	0.018317888	8.59E-05	4.19E-10	0.902943687
TCGA-CS-5390-01A	0.00627923	0.005397824	0.079860407	0.026975867	0.019272651	0.000462979	1.62E-08	0.861751026
TCGA-CS-5393-01A	0.003534193	0.004592889	0.058449116	0.014432595	0.035126471	0.000235227	3.38E-09	0.883629507
TCGA-CS-5394-01A	0.005732536	0.004112971	0.065322934	0.026694639	0.015503083	0.000475718	4.28E-08	0.882158075
TCGA-CS-5395-01A	0.005064574	0.007082243	0.131370191	0.01855125	0.024103939	0.000266756	1.15E-09	0.813561047
TCGA-CS-5396-01A	0.007526315	0.004759848	0.100694919	0.020407023	0.01498043	0.00053504	1.28E-07	0.851096298
TCGA-CS-5397-01A	0.001861441	0.006664997	0.126235116	0.018513325	0.029157844	0.000392089	5.10E-10	0.817175187
TCGA-CS-6186-01A	0.003107132	0.007496821	0.149288314	0.014726223	0.02539979	0.000203003	1.30E-09	0.799778717
TCGA-CS-6188-01A	0.001095627	0.005067692	0.169238523	0.017740774	0.045739901	0.000347869	3.82E-11	0.760769613
TCGA-CS-6290-01A	0.003513863	0.00515781	0.067223749	0.012546514	0.064073543	0.000178363	5.15E-10	0.847306157
TCGA-CS-6666-01A	0.004245008	0.005432417	0.09933282	0.023613044	0.022588966	0.000386892	1.04E-08	0.844400842
TCGA-CS-6667-01A	0.003262875	0.002355225	0.053045881	0.012763021	0.015330377	0.000147487	2.38E-09	0.913095132
TCGA-CS-6668-01A	0.006618896	0.007547905	0.075123646	0.035542981	0.016218082	0.000754369	5.50E-08	0.858194065
TCGA-CS-6669-01A	0.001351579	0.003535987	0.050854499	0.00952256	0.006993172	0.000358277	3.29E-09	0.927383922
TCGA-CS-6670-01A	0.004185702	0.005116539	0.064120172	0.015016114	0.012375213	0.000256964	9.54E-09	0.898929288
TCGA-CU-A0YN-01A	0.003435644	0.011563748	0.210854059	0.002872224	0.020077117	0.000231475	1.52E-09	0.750965731
TCGA-CU-A0YN-11A	0.001685013	0.005526639	0.112639012	0.012604735	0.02112715	0.000357494	4.11E-09	0.846059954
TCGA-CU-A0YO-01A	4.89E-07	0.00483878	0.162938953	1.37E-05	0.021790913	0.000141116	6.67E-10	0.810276046
TCGA-CU-A0YR-01A	0.002503141	0.009943588	0.258042338	0.126205172	0.040867196	2.48E-05	1.78E-09	0.562413766
TCGA-CU-A0YR-11A	0.007299918	0.003968113	0.132820462	0.14564844	0.094137433	0.000273141	7.71E-07	0.615851721
TCGA-CU-A3KJ-01A	1.03E-07	0.005728662	0.207937064	0.010809772	0.015093258	0.00066092	1.08E-09	0.75977022
TCGA-CU-A3QU-01A	2.19E-08	0.01451132	0.247010609	0.00669796	0.010385135	0.000556338	1.42E-08	0.720838603
TCGA-CU-A3YL-01A	6.91E-06	0.009173744	0.2272677	5.03E-06	0.012183834	9.50E-05	1.00E-09	0.751267793
TCGA-CU-A5W6-01A	0.000264929	0.019124247	0.21179431	0.01158578	0.010878084	0.000274551	2.68E-10	0.746078099
TCGA-CU-A72E-01A	1.72E-05	0.012957879	0.197858056	6.63E-07	0.012237702	0.000180889	2.19E-10	0.776747595
TCGA-CV-5430-01A	1.35E-07	0.012595169	0.232175624	0.032353629	0.048731641	0.0001713	1.70E-09	0.673972501
TCGA-CV-5431-01A	0.012425476	0.003219269	0.278205555	0.433223396	0.109603969	2.31E-05	5.39E-09	0.163299244
TCGA-CV-5432-01A	0.001241527	0.008882087	0.260929947	0.014750726	0.017990899	0.000126014	1.16E-09	0.696078799
TCGA-CV-5434-01A	0.000371665	0.009146738	0.2628072	0.014477183	0.037900066	0.000612588	1.32E-10	0.674684559
TCGA-CV-5435-01A	1.07E-07	0.00707939	0.335641407	0.017825008	0.020736901	0.000127606	1.69E-09	0.618589579
TCGA-CV-5436-01A	0.000948806	0.009063448	0.280455397	0.041064501	0.020447198	0.000125209	4.90E-09	0.647895436
TCGA-CV-5439-01A	0.002639765	0.006032941	0.256374988	3.56E-07	0.012590996	5.86E-05	8.37E-10	0.722302343
TCGA-CV-5440-01A	0.000791717	0.006436494	0.243328093	0.004419203	0.014194156	5.74E-05	4.51E-09	0.73077289
TCGA-CV-5441-01A	5.17E-08	0.013760287	0.338640565	5.42E-06	0.020994777	0.001242368	4.64E-08	0.625356486
TCGA-CV-5442-01A	2.52E-07	0.003072028	0.286283247	0.002026923	0.007179612	7.27E-05	5.73E-09	0.701365276
TCGA-CV-5443-01A	0.001413504	0.006085437	0.156494067	0.052139222	0.038806129	0.00041882	1.12E-09	0.744642819
TCGA-CV-5444-01A	0.004068244	0.007499029	0.24503884	0.013053194	0.042695206	0.000417912	3.58E-10	0.687227575
TCGA-CV-5966-01A	0.000958369	0.01285482	0.316966417	0.028145553	0.045761168	0.000388857	1.30E-08	0.594924802
TCGA-CV-5970-01A	0.004967508	0.005478519	0.353110308	0.175851677	0.050108158	2.59E-07	7.39E-09	0.410483563
TCGA-CV-5971-01A	0.000630426	0.003424272	0.115345717	0.01438034	0.04631111	6.74E-05	2.73E-08	0.819840677
TCGA-CV-5973-01A	3.40E-09	0.00630392	0.162927386	8.47E-07	0.004662122	1.73E-05	7.81E-07	0.826087632
TCGA-CV-5976-01A	0.001209514	0.007244678	0.313540821	0.007444668	0.016321825	8.33E-05	5.38E-09	0.654155197
TCGA-CV-5977-01A	2.01E-06	0.010209649	0.294177538	0.015191872	0.011010647	0.000479911	1.14E-09	0.668928373
TCGA-CV-5978-01A	0.001978294	0.01131912	0.291388883	0.057676312	0.05639311	2.50E-05	8.56E-10	0.581219245
TCGA-CV-5979-01A	1.70E-05	0.006744946	0.298504003	0.00705712	0.014490854	0.000134419	9.46E-10	0.673051655
TCGA-CV-6003-01A	3.06E-07	0.014780599	0.293054559	0.018090091	0.017781662	0.000233274	2.18E-09	0.656059507
TCGA-CV-6433-01A	0.002626713	0.009667584	0.160228254	0.03904526	0.043242379	0.000339458	2.56E-10	0.744850352
TCGA-CV-6436-01A	1.39E-08	0.007100693	0.177826988	0.000113244	0.007976564	5.20E-05	8.28E-10	0.806930485
TCGA-CV-6441-01A	0.002414023	0.00884634	0.214640761	0.004728512	0.017156979	0.000277544	7.38E-11	0.751935841
TCGA-CV-6933-01A	0.000298366	0.007351733	0.282654466	1.46E-07	0.032276557	2.82E-06	5.48E-11	0.677415908
TCGA-CV-6933-11A	0.000777887	0.001685437	0.032048243	0.011240592	0.009406781	6.68E-06	4.29E-10	0.944834384
TCGA-CV-6934-01A	0.002364309	0.004921424	0.241176651	0.075870605	0.111897771	1.37E-08	3.45E-10	0.563769225
TCGA-CV-6934-11A	1.42E-06	0.005238256	0.193064694	0.005013083	0.018601379	0.000254636	7.80E-10	0.777826528
TCGA-CV-6935-01A	0.003247933	0.004749538	0.188153037	0.019282772	0.014555757	8.15E-05	5.67E-09	0.769929487
TCGA-CV-6935-11A	0.00060681	0.005659496	0.600550936	5.00E-06	0.000764545	1.28E-10	6.62E-09	0.392413209
TCGA-CV-6936-01A	0.002472637	0.007077595	0.228335738	0.048489671	0.029156043	0.000377535	6.65E-10	0.684090781
TCGA-CV-6936-11A	6.97E-05	0.008782459	0.436804125	1.59E-06	0.01150279	0.000120566	1.44E-08	0.542718793
TCGA-CV-6937-01A	1.13E-06	0.005768194	0.397142125	0.006499033	0.036775687	1.22E-05	8.80E-08	0.553801597
TCGA-CV-6938-01A	0.003526559	0.008116923	0.242395785	0.003455406	0.027917262	0.000382359	2.20E-09	0.714205702
TCGA-CV-6938-11A	6.21E-07	0.004107449	0.236163847	3.34E-07	0.029784458	1.74E-05	1.07E-08	0.729925873
TCGA-CV-6939-01A	0.002251231	0.005440283	0.227284616	0.035979777	0.037192274	0.000414905	3.58E-09	0.69143691
TCGA-CV-6939-11A	0.000956243	0.001185712	0.048116718	0.012384254	0.024756693	3.13E-05	1.11E-10	0.912569112
TCGA-CV-6940-01A	5.36E-09	0.010167337	0.370247755	0.000501554	0.019004736	0.000405521	8.93E-10	0.599673091
TCGA-CV-6941-01A	2.94E-05	0.014899508	0.360206567	0.005481067	0.024507854	0.000215418	7.08E-09	0.594660137
TCGA-CV-6942-01A	0.005301975	0.007206136	0.192772024	0.110071907	0.05364475	0.000266973	3.74E-10	0.630736235
TCGA-CV-6943-01A	6.43E-07	0.004468713	0.249125725	2.04E-05	0.042460172	0.000381439	2.81E-10	0.703542945
TCGA-CV-6943-11A	1.56E-05	0.0042731	0.367643836	3.17E-08	0.009211332	0.000126049	6.46E-10	0.618730051
TCGA-CV-6945-01A	6.38E-08	0.008276524	0.184592122	7.79E-05	0.008633017	0.000307989	6.62E-10	0.798112353
TCGA-CV-6948-01A	0.00053437	0.004436847	0.198790942	0.019765238	0.022020211	0.000161815	1.03E-08	0.754290567
TCGA-CV-6950-01A	5.91E-08	0.011572283	0.320916324	0.010763602	0.023727697	0.000210179	2.63E-10	0.632809855
TCGA-CV-6951-01A	6.92E-05	0.007230896	0.275969805	5.80E-06	0.012191929	0.000125015	1.52E-09	0.704407317
TCGA-CV-6952-01A	1.58E-07	0.005808618	0.282383826	5.29E-07	0.012434386	8.57E-05	9.59E-07	0.699285779
TCGA-CV-6953-01A	0.0048105	0.003176579	0.448348119	0.253230925	0.057635197	7.38E-07	2.74E-10	0.232797941
TCGA-CV-6954-01A	0.001404191	0.006629305	0.271431507	0.004902919	0.022699204	0.000140425	1.72E-09	0.692792448
TCGA-CV-6955-01A	1.15E-05	0.00644638	0.395172542	6.12E-09	0.006356632	6.19E-06	5.00E-11	0.592006801
TCGA-CV-6955-11A	8.54E-08	0.004944724	0.24146554	1.75E-05	0.022837357	0.000189945	5.07E-09	0.730544855
TCGA-CV-6956-01A	1.56E-05	0.011143843	0.264471165	3.62E-07	0.014235866	0.000422786	2.11E-07	0.709710197
TCGA-CV-6956-11A	6.78E-08	0.004573809	0.213780017	7.37E-08	0.011338254	0.000279213	1.64E-08	0.770028549
TCGA-CV-6959-01A	0.000719064	0.005708692	0.310246707	0.064962182	0.036048121	0.000419566	1.17E-09	0.581895667
TCGA-CV-6959-11A	1.85E-08	0.003713076	0.233206994	2.88E-07	0.021072421	9.91E-06	6.40E-09	0.741997285
TCGA-CV-6960-01A	4.16E-07	0.006002098	0.634449517	0.014321002	0.031703415	2.43E-05	3.86E-10	0.313499267
TCGA-CV-6960-11A	1.62E-05	0.005162385	0.545473845	4.67E-07	0.005328541	8.47E-05	4.43E-10	0.44393385
TCGA-CV-6961-01A	2.77E-06	0.006871147	0.285203799	0.00799439	0.024906703	5.05E-05	1.18E-09	0.674970725
TCGA-CV-6961-11A	8.83E-07	0.005687147	0.257327298	2.26E-05	0.00581508	5.40E-07	2.73E-08	0.731146433
TCGA-CV-6962-01A	0.00083347	0.006919321	0.269590299	0.00638497	0.014650049	7.19E-05	3.00E-09	0.701550007
TCGA-CV-6962-11A	0.000153493	0.006420764	0.729942353	3.60E-07	0.002959529	0.000804636	6.68E-10	0.259718864
TCGA-CV-7089-01A	0.000125922	0.006155232	0.495233875	2.17E-07	0.013791718	7.12E-06	1.50E-11	0.48468592
TCGA-CV-7090-01A	0.000123267	0.007513238	0.251220343	0.017723881	0.033797287	0.000273574	2.00E-09	0.689348409
TCGA-CV-7091-01A	3.03E-05	0.004209716	0.271188235	5.67E-05	0.020951784	7.84E-05	4.38E-10	0.70348479
TCGA-CV-7091-11A	0.000552178	0.000990541	0.063848443	0.005130396	0.029104799	2.53E-08	2.96E-10	0.900373617
TCGA-CV-7095-01A	3.05E-08	0.005841751	0.300391094	0.027962587	0.021624789	0.000627528	1.24E-08	0.643552207
TCGA-CV-7097-01A	0.0017578	0.004133361	0.276935967	0.028383515	0.032871436	0.000317194	1.79E-09	0.655600725
TCGA-CV-7097-11A	0.003124017	0.003390671	0.105206258	0.053472821	0.051262504	5.91E-05	3.56E-09	0.783484575
