	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	otherCells
TCGA-91-8497-01A	0.006720225	0.005279192	0.160684279	0.180182783	0.095630017	0.000212403	2.98E-09	0.551291099
TCGA-91-8499-01A	0.006323293	0.017573728	0.275406186	0.199267938	0.06476074	0.000859082	3.91E-09	0.43580903
TCGA-91-A4BC-01A	0.012298129	0.00609614	0.185880135	0.35645034	0.108664763	0.000280551	4.36E-09	0.330329937
TCGA-91-A4BD-01A	0.001338682	0.003889502	0.079816251	0.033005437	0.029638247	3.54E-05	2.37E-09	0.852276437
TCGA-92-7340-01A	0.005217083	0.004229661	0.220734941	0.12889301	0.053384986	7.37E-05	8.85E-09	0.587466571
TCGA-92-7340-11A	0.001758832	0.004589214	0.154535974	0.023193919	0.078617668	0.000586593	9.84E-08	0.736717702
TCGA-92-7341-01A	3.38E-06	0.009846131	0.250986443	0.025340995	0.025526191	4.89E-05	1.61E-09	0.688247997
TCGA-92-8063-01A	0.002246742	0.00849716	0.281078791	0.021793548	0.033900031	0.000323552	1.55E-10	0.652160176
TCGA-92-8064-01A	0.011811943	0.0089354	0.526341047	0.329550136	0.122477531	9.65E-05	4.61E-09	0.000787483
TCGA-92-8065-01A	0.005952759	0.005216337	0.230419112	0.140823537	0.051227591	0.000233939	4.81E-09	0.566126719
TCGA-93-7347-01A	0.004576264	0.006588412	0.22307064	0.182574374	0.09874093	0.000930819	4.69E-11	0.483518561
TCGA-93-7348-01A	0.005873497	0.007104346	0.164357655	0.176319504	0.081432317	5.11E-08	8.96E-07	0.564911733
TCGA-93-8067-01A	0.001038223	0.006788154	0.191802457	0.030975405	0.035357559	0.000272972	1.10E-08	0.733765219
TCGA-93-A4JN-01A	0.004274095	0.006831564	0.21967102	0.14432501	0.08124359	0.000477592	5.10E-09	0.543177123
TCGA-93-A4JO-01A	0.000191854	0.010502251	0.222466412	0.066424546	0.065379199	0.000259782	6.41E-09	0.63477595
TCGA-93-A4JP-01A	0.000972359	0.010476923	0.143726242	0.02401276	0.048635323	0.000375718	7.61E-10	0.771800675
TCGA-93-A4JQ-01A	2.94E-07	0.007101391	0.204235878	0.109138678	0.080100327	0.000256323	2.28E-09	0.599167107
TCGA-94-7033-01A	4.47E-05	0.01169814	0.233237559	1.02E-06	0.012338792	2.29E-09	7.28E-08	0.742679698
TCGA-94-7557-01A	0.000717771	0.006956523	0.269040994	0.030339852	0.036694213	0.000553918	5.44E-09	0.655696725
TCGA-94-7943-01A	3.89E-05	0.005746934	0.206122926	0.023713977	0.030860365	0.000464572	3.99E-10	0.733052362
TCGA-94-8035-01A	1.84E-05	0.023795638	0.348276203	0.022723543	0.023421077	0.000235839	3.75E-09	0.581529257
TCGA-94-8490-01A	7.44E-05	0.009610393	0.43520899	0.005695308	0.022202235	0.000141503	3.67E-10	0.527067129
TCGA-94-8491-01A	9.27E-07	0.011305818	0.228461627	0.047880899	0.041790701	0.000379976	2.05E-08	0.670180032
TCGA-94-A4VJ-01A	2.58E-05	0.010534318	0.253339239	0.01399162	0.024860725	0.000205084	1.10E-09	0.697043174
TCGA-94-A5I4-01A	0.006361038	0.017099048	0.318360448	0.016441358	0.02568278	0.000157704	4.57E-10	0.615897623
TCGA-94-A5I6-01A	3.93E-05	0.008646436	0.298608938	0.017002414	0.029195116	8.03E-05	5.94E-10	0.64642755
TCGA-95-7039-01A	3.71E-07	0.013444604	0.268895166	0.003399552	0.025308685	0.000332839	8.28E-10	0.688618782
TCGA-95-7043-01A	0.000386836	0.01723023	0.2189291	0.006929597	0.014601882	3.21E-05	1.58E-08	0.741890209
TCGA-95-7562-01A	0.004120431	0.01265545	0.152473462	0.032456086	0.031101495	0.000317754	5.54E-09	0.766875316
TCGA-95-7567-01A	0.006529864	0.00742528	0.397523894	0.303967155	0.081611801	6.23E-05	8.68E-08	0.202879646
TCGA-95-7944-01A	0.000102942	0.007795938	0.194163879	0.024248479	0.03265494	0.000164213	5.53E-09	0.740869605
TCGA-95-7947-01A	0.004705401	0.00960269	0.19410613	0.032991772	0.035156831	0.000540345	3.95E-09	0.722896827
TCGA-95-7948-01A	8.47E-08	0.022494639	0.269504342	0.003055107	0.022926939	0.000154441	7.67E-09	0.68186444
TCGA-95-8039-01A	1.85E-07	0.00871043	0.214297634	0.010459776	0.055258076	8.46E-05	4.67E-09	0.711189247
TCGA-95-8494-01A	3.76E-05	0.02220339	0.262921055	0.010782693	0.036335069	0.000602827	5.12E-10	0.66711738
TCGA-95-A4VK-01A	0.00236675	0.012599934	0.23601933	0.050369849	0.041759888	0.000507348	9.81E-09	0.656376891
TCGA-95-A4VN-01A	0.000576665	0.006795993	0.212013757	0.022391598	0.044472754	0.000474461	6.04E-10	0.71327477
TCGA-95-A4VP-01A	0.000711129	0.006718743	0.123545444	0.058899346	0.05862374	0.000150718	4.30E-07	0.75135045
TCGA-96-7544-01A	0.001828522	0.00280838	0.249152245	0.046555637	0.036209352	0.000232742	1.36E-09	0.663213121
TCGA-96-7545-01A	0.001838249	0.004753231	0.219102712	0.027588816	0.041185906	0.000189175	4.53E-09	0.705341906
TCGA-96-8169-01A	0.001327772	0.006810591	0.213919911	0.071082089	0.039362443	0.000182936	2.41E-09	0.667314255
TCGA-96-8170-01A	1.88E-07	0.008698351	0.264506022	0.001125035	0.027420717	0.000197029	9.73E-10	0.698052657
TCGA-96-A4JK-01A	0.001392674	0.010471483	0.39729267	0.13817923	0.04907341	0.000142694	7.94E-10	0.403447838
TCGA-96-A4JL-01A	0.00752832	0.007374469	0.263178179	0.145708365	0.083239229	0.000381639	4.70E-09	0.492589794
TCGA-97-7546-01A	0.004893211	0.004628076	0.184035014	0.117746862	0.082217696	9.39E-05	1.36E-08	0.606385196
TCGA-97-7547-01A	0.000325821	0.006935654	0.295938736	0.067446273	0.056585756	8.75E-05	2.79E-09	0.572680276
TCGA-97-7552-01A	0.008192487	0.003233672	0.162293603	0.183505086	0.100143271	0.000403978	1.03E-09	0.542227901
TCGA-97-7553-01A	0.001713844	0.006162503	0.168151764	0.051087357	0.08333316	0.000311379	1.95E-09	0.689239991
TCGA-97-7554-01A	0.016929756	0.006766766	0.381638589	0.4860341	0.106472162	1.19E-05	1.36E-07	0.002146592
TCGA-97-7937-01A	5.23E-07	0.00655143	0.155518253	0.048522484	0.024130437	0.000487993	5.22E-09	0.764788875
TCGA-97-7938-01A	0.001631689	0.006262157	0.196304858	0.049394697	0.043675724	0.000558789	2.18E-09	0.702172083
TCGA-97-7941-01A	0.016059128	0.004150646	0.344558551	0.475848152	0.136183902	1.62E-07	1.96E-06	0.023197495
TCGA-97-8171-01A	0.006070998	0.019796792	0.160046999	0.024823537	0.102625104	0.000339297	1.20E-08	0.686297262
TCGA-97-8172-01A	0.010711399	0.008014364	0.252986009	0.26212448	0.134710986	0.00029545	1.61E-08	0.331157294
TCGA-97-8174-01A	0.001379671	0.010731664	0.17119057	0.041248551	0.117851145	0.000462943	4.80E-10	0.657135456
TCGA-97-8175-01A	5.22E-07	0.011977523	0.211801434	0.014402876	0.036572817	0.000421058	3.98E-10	0.72482377
TCGA-97-8176-01A	2.64E-06	0.017502002	0.20051256	0.015920182	0.033135719	0.000164004	4.79E-08	0.732762841
TCGA-97-8177-01A	0.003428954	0.013060795	0.152449215	0.1093374	0.080946095	0.000150196	1.27E-08	0.640627332
TCGA-97-8179-01A	0.000170035	0.011336261	0.15550213	0.013516087	0.1062787	0.000278059	3.20E-09	0.712918726
TCGA-97-8547-01A	3.57E-06	0.007460145	0.158549408	0.046556307	0.047490488	0.000147185	1.74E-10	0.739792895
TCGA-97-8552-01A	0.00044896	0.008513452	0.107758248	0.014878489	0.064389394	0.000287021	1.18E-10	0.803724435
TCGA-97-A4LX-01A	0.001343946	0.00706802	0.169141686	0.040851564	0.075226305	0.000501519	1.57E-09	0.705866959
TCGA-97-A4M0-01A	3.24E-06	0.007381613	0.219461691	0.008820701	0.041271013	0.000288004	2.25E-09	0.722773733
TCGA-97-A4M1-01A	0.000482133	0.010861622	0.149824197	0.010294635	0.065001438	0.000142147	1.54E-09	0.763393825
TCGA-97-A4M2-01A	0.004984737	0.011204323	0.162162852	0.138703827	0.088467889	8.24E-05	6.53E-09	0.59439395
TCGA-97-A4M3-01A	0.001037964	0.012103901	0.198246528	0.008609213	0.019412894	0.000375628	1.69E-09	0.76021387
TCGA-97-A4M5-01A	0.003355612	0.005273164	0.229737582	0.099019068	0.059066947	0.000272416	7.52E-09	0.603275202
TCGA-97-A4M6-01A	0.000893249	0.010384308	0.177518345	0.022742615	0.153992688	7.37E-05	1.55E-09	0.634395087
TCGA-97-A4M7-01A	0.001020449	0.005475327	0.152102402	0.076125483	0.087305668	0.000159658	5.32E-09	0.677811008
TCGA-98-7454-01A	0.006728249	0.004504638	0.185225551	0.128320685	0.071319918	0.000161496	5.77E-09	0.603739458
TCGA-98-8020-01A	0.00073755	0.005856414	0.286941461	0.054735913	0.042085059	0.000109335	1.12E-09	0.609534267
TCGA-98-8021-01A	0.001491608	0.003226797	0.307877468	0.075007895	0.037596266	0.000606391	2.61E-12	0.574193574
TCGA-98-8022-01A	0.00142167	0.003275889	0.209388815	0.064943311	0.049998399	0.00023578	2.44E-09	0.670736135
TCGA-98-8023-01A	0.007210823	0.004504269	0.231990713	0.246018702	0.073405544	0.000323321	6.14E-09	0.436546622
TCGA-98-A538-01A	0.002116703	0.009341339	0.331567892	0.074841946	0.036182021	0.000141156	8.01E-10	0.545808943
TCGA-98-A539-01A	3.33E-09	0.00859403	0.289987872	0.007559779	0.024001236	0.000143077	7.22E-09	0.669713995
TCGA-98-A53A-01A	0.003129781	0.014496319	0.257332813	0.032865821	0.029174706	0.000237479	1.81E-09	0.66276308
TCGA-98-A53B-01A	1.14E-05	0.006849681	0.207573267	0.025998111	0.035018264	0.000515924	7.76E-10	0.724033308
TCGA-98-A53C-01A	0.003328934	0.004184538	0.148582369	0.103131895	0.080419269	0.000476637	4.72E-09	0.659876354
TCGA-98-A53D-01A	0.001180188	0.004367084	0.168783096	0.063527311	0.062941778	0.000305288	1.77E-09	0.698895253
TCGA-98-A53H-01A	0.002510382	0.005157554	0.169348873	0.066410582	0.070042459	0.000274164	1.69E-09	0.686255985
TCGA-98-A53I-01A	0.002454291	0.010470789	0.322411734	0.112532201	0.069963878	0.000375194	2.56E-09	0.481791912
TCGA-98-A53J-01A	0.001749772	0.006247556	0.21898671	0.00397629	0.014850677	3.16E-05	6.80E-10	0.754157365
TCGA-99-7458-01A	1.96E-09	0.004080778	0.219957651	0.03122459	0.047464071	0.000261871	6.39E-09	0.697011031
TCGA-99-8025-01A	6.53E-07	0.011057806	0.236648751	0.023963745	0.025596791	4.33E-05	9.72E-10	0.702688959
TCGA-99-8028-01A	0.008442393	0.004890313	0.162266397	0.24669835	0.105580592	0.000135732	9.97E-09	0.471986214
TCGA-99-8032-01A	0.004790374	0.005521845	0.117790927	0.145823331	0.068245146	0.000293785	2.22E-09	0.65753459
TCGA-99-8033-01A	5.84E-05	0.018722511	0.254737318	0.049200165	0.035489797	0.000211995	5.02E-09	0.641579793
TCGA-99-AA5R-01A	0.004305177	0.00727041	0.119080193	0.11955094	0.078519566	0.000315633	2.28E-09	0.670958079
TCGA-A1-A0SB-01A	0.00403084	0.004546099	0.26465189	0.025094266	0.020349168	0.000617373	1.84E-09	0.680710362
TCGA-A1-A0SD-01A	0.002072997	0.007114313	0.195837104	0.029148527	0.029345629	0.00039799	2.22E-09	0.736083437
TCGA-A1-A0SE-01A	0.00176494	0.009549209	0.203160755	0.033895739	0.022514099	0.000489392	1.07E-08	0.728625856
TCGA-A1-A0SF-01A	0.001590468	0.011393594	0.205993855	0.042312632	0.040458575	0.000432127	5.44E-10	0.697818747
TCGA-A1-A0SG-01A	0.000590706	0.011288994	0.184191783	0.015950926	0.030171432	0.000193832	1.40E-11	0.757612326
TCGA-A1-A0SH-01A	0.001354655	0.009053589	0.210698272	0.014737603	0.023532497	0.000211958	1.12E-09	0.740411426
TCGA-A1-A0SI-01A	0.001935072	0.013109341	0.194762849	0.048692538	0.039793526	0.000574142	8.18E-10	0.70113253
TCGA-A1-A0SJ-01A	0.001796747	0.009828634	0.130859741	0.036874626	0.025567892	0.000268904	1.06E-09	0.794803456
TCGA-A1-A0SK-01A	0.007171779	0.010090728	0.246814522	0.043318164	0.022049489	0.000894774	7.46E-09	0.669660537
TCGA-A1-A0SM-01A	0.000383015	0.016888373	0.212842862	0.009466876	0.03766434	0.000234393	7.57E-09	0.722520134
TCGA-A1-A0SN-01A	0.000261069	0.009231416	0.205909141	0.022014887	0.032023126	0.000478872	3.47E-09	0.730081486
TCGA-A1-A0SO-01A	0.000121558	0.012645165	0.263127749	0.044980486	0.027782566	0.001057446	1.14E-09	0.65028503
TCGA-A1-A0SP-01A	0.000341647	0.010705681	0.253232145	0.043091545	0.259169562	0.000926822	2.06E-09	0.432532597
TCGA-A1-A0SQ-01A	0.002976383	0.01041953	0.130986656	0.017191033	0.02231509	0.000350276	9.00E-10	0.815761031
TCGA-A2-A04N-01A	0.000806219	0.00958711	0.181671157	0.013621101	0.022542961	0.000273562	3.57E-09	0.771497887
TCGA-A2-A04P-01A	0.003420571	0.012714579	0.080145067	0.013634616	0.017013628	9.28E-05	2.33E-10	0.872978777
TCGA-A2-A04Q-01A	0.003140857	0.006206295	0.165117583	0.093536303	0.074483482	0.000215431	3.88E-09	0.657300045
TCGA-A2-A04R-01A	0.000292139	0.019299918	0.190473039	0.011311568	0.011295807	0.000278981	1.85E-09	0.767048546
TCGA-A2-A04T-01A	0.003260354	0.008479477	0.175010618	0.029804251	0.034912844	0.000100086	1.77E-09	0.748432367
TCGA-A2-A04U-01A	0.004501892	0.013251238	0.260350824	0.103071779	0.044742384	1.27E-05	2.85E-09	0.574069222
TCGA-A2-A04V-01A	0.003270536	0.006606798	0.110482859	0.012832491	0.019861503	0.000198001	3.20E-09	0.846747809
TCGA-A2-A04W-01A	3.19E-05	0.006592684	0.185409027	0.014399036	0.020280385	0.000123811	1.16E-09	0.773163123
TCGA-A2-A04X-01A	0.004738069	0.011042836	0.129817111	0.077038682	0.048223069	0.000331187	2.83E-09	0.728809044
TCGA-A2-A04Y-01A	0.000536043	0.011195992	0.085590499	0.011660425	0.020052816	0.000236824	3.29E-08	0.870727368
TCGA-A2-A0CK-01A	0.002380721	0.011120488	0.15172345	0.011728593	0.028612305	0.00033223	2.73E-09	0.79410221
TCGA-A2-A0CL-01A	0.000761827	0.01094763	0.196058773	0.043222645	0.099241831	0.000838636	5.51E-10	0.648928657
TCGA-A2-A0CM-01A	0.016320868	0.017139039	0.337576814	0.422374974	0.111774358	0.00041733	6.56E-09	0.09439661
TCGA-A2-A0CO-01A	0.000195296	0.008166479	0.176268829	0.028307433	0.05917621	0.000324657	3.42E-10	0.727561096
TCGA-A2-A0CP-01A	0.002285146	0.009392202	0.135382761	0.023701406	0.019432649	0.000306903	4.37E-09	0.809498929
TCGA-A2-A0CQ-01A	0.001280452	0.011695186	0.128516665	0.014042575	0.030138762	0.000274208	2.04E-08	0.814052132
TCGA-A2-A0CR-01A	0.002640314	0.008618076	0.093981088	0.038339225	0.137196366	0.000103686	6.70E-09	0.719121238
TCGA-A2-A0CS-01A	0.000160238	0.005909893	0.15984606	0.012572003	0.031935296	8.51E-05	3.78E-09	0.789491421
TCGA-A2-A0CT-01A	0.000773487	0.019401062	0.229202144	0.023367225	0.03593059	0.000128259	3.73E-07	0.691196861
TCGA-A2-A0CU-01A	0.000571999	0.008983535	0.191092378	0.009929605	0.032856937	0.000256796	3.97E-10	0.75630875
TCGA-A2-A0CV-01A	0.004472605	0.004837076	0.125320515	0.031169374	0.029225065	0.000277296	2.63E-08	0.804698044
TCGA-A2-A0CW-01A	0.000426367	0.013819992	0.29328598	0.026291532	0.047968857	0.000698367	3.63E-10	0.617508903
TCGA-A2-A0CX-01A	1.90E-08	0.012901973	0.233954553	0.022918501	0.02379776	0.000159475	1.28E-08	0.706267705
TCGA-A2-A0CY-01A	0.001165921	0.006129987	0.089558651	0.013675294	0.027801667	0.000317776	8.42E-09	0.861350695
TCGA-A2-A0CZ-01A	0.002710844	0.006122429	0.141877858	0.037208148	0.031220609	0.000175353	7.69E-10	0.780684758
TCGA-A2-A0D0-01A	7.98E-08	0.00732213	0.47951446	0.038101075	0.043111729	8.96E-06	1.46E-09	0.431941569
TCGA-A2-A0D1-01A	0.002182887	0.014881392	0.197452481	0.019890136	0.012562696	0.000242777	1.93E-09	0.75278763
TCGA-A2-A0D2-01A	0.004218622	0.010164136	0.159578481	0.05299496	0.049825689	0.000407243	3.15E-10	0.722810868
TCGA-A2-A0D3-01A	0.002817386	0.011248757	0.258470757	0.043182294	0.029565301	0.000984639	2.05E-08	0.653730844
TCGA-A2-A0D4-01A	0.001910053	0.014963132	0.153983767	0.016155633	0.025319834	0.00025377	9.92E-10	0.78741381
TCGA-A2-A0EM-01A	0.001089937	0.009155522	0.210251759	0.016879276	0.027342959	0.000431914	4.30E-08	0.734848589
TCGA-A2-A0EN-01A	0.001980264	0.005703071	0.172333433	0.020033443	0.05206645	0.000271365	4.13E-09	0.747611971
TCGA-A2-A0EO-01A	0.004083599	0.00904626	0.122225886	0.030557462	0.028064359	0.000286599	7.07E-10	0.805735835
TCGA-A2-A0EP-01A	0.001579369	0.005555395	0.117688504	0.014277678	0.099410711	6.11E-05	5.19E-10	0.761427262
TCGA-A2-A0EQ-01A	0.005030699	0.016308173	0.126457455	0.075516246	0.064472079	0.000383487	3.73E-09	0.711831857
TCGA-A2-A0ER-01A	0.003732046	0.005275396	0.135615406	0.020476758	0.022729074	0.000632792	6.40E-10	0.811538528
TCGA-A2-A0ES-01A	0.002841436	0.005366921	0.194117929	0.020863734	0.030000784	0.000431749	1.15E-10	0.746377446
TCGA-A2-A0ET-01A	0.002359623	0.007297662	0.189668832	0.028549926	0.025131642	0.000728974	4.89E-10	0.74626334
TCGA-A2-A0EU-01A	0.001867922	0.010145615	0.153604029	0.021612999	0.018738756	0.000617974	2.54E-09	0.793412703
TCGA-A2-A0EV-01A	0.000113953	0.014119604	0.180963605	0.014539903	0.02883741	0.000381371	1.24E-08	0.761044141
TCGA-A2-A0EW-01A	0.003292759	0.00750986	0.177626346	0.020683901	0.044421289	0.000507752	3.88E-09	0.745958087
TCGA-A2-A0EX-01A	0.003385196	0.010078124	0.169172916	0.021245186	0.026398806	0.000259366	7.51E-09	0.769460399
TCGA-A2-A0EY-01A	0.000120451	0.010571215	0.223605865	0.035432633	0.034169986	0.000705478	1.55E-09	0.69539437
TCGA-A2-A0ST-01A	0.012608143	0.000664043	0.000647689	0.985954016	0.00012395	2.67E-07	1.36E-06	5.33E-07
TCGA-A2-A0SU-01A	0.001386244	0.016772669	0.236887974	0.024269641	0.052456271	0.000209893	1.54E-08	0.668017293
TCGA-A2-A0SV-01A	0.000864084	0.011231157	0.17862952	0.020026538	0.026386583	0.000262448	5.64E-08	0.762599614
TCGA-A2-A0SW-01A	0.005798224	0.013565595	0.19843829	0.21821193	0.064263577	0.000322501	2.42E-09	0.499399881
TCGA-A2-A0SX-01A	0.018425663	0.00600431	0.311380584	0.479217692	0.134603645	0.000139453	3.14E-08	0.050228622
TCGA-A2-A0SY-01A	0.001989242	0.009202815	0.160996281	0.018532556	0.031746026	0.000362744	2.73E-10	0.777170335
TCGA-A2-A0T0-01A	0.00130383	0.015865902	0.267740655	0.016873798	0.029589349	0.000142581	1.06E-08	0.668483875
TCGA-A2-A0T1-01A	0.017038674	0.043288048	0.233498034	0.480151921	0.123569266	7.60E-05	1.87E-06	0.102376156
TCGA-A2-A0T2-01A	0.002151564	0.005712612	0.123691733	0.013656704	0.013668009	0.000107446	1.12E-09	0.841011931
TCGA-A2-A0T3-01A	0.003268205	0.016462436	0.199188528	0.02559674	0.018045317	0.000647908	2.70E-09	0.736790864
TCGA-A2-A0T4-01A	0.003212058	0.007207503	0.180102715	0.027522891	0.038329176	0.000205694	1.45E-09	0.743419961
TCGA-A2-A0T5-01A	0.004319963	0.008092635	0.20291301	0.030489617	0.022247656	0.000451133	5.56E-09	0.731485979
TCGA-A2-A0T6-01A	0.002320588	0.007334221	0.189647745	0.023606282	0.041095219	0.000523209	6.82E-10	0.735472737
TCGA-A2-A0T7-01A	0.00126728	0.009894485	0.270970511	0.029237624	0.042926951	0.000514823	6.63E-09	0.645188318
TCGA-A2-A0YC-01A	0.000932917	0.006753909	0.186085812	0.018510649	0.026560299	0.000457986	4.62E-09	0.760698423
TCGA-A2-A0YD-01A	0.000806715	0.005516604	0.215235761	0.02574154	0.038279072	0.00076823	1.70E-08	0.713652062
TCGA-A2-A0YE-01A	1.03E-07	0.006820408	0.290821496	0.02708535	0.020165425	0.000680054	6.40E-09	0.654427157
TCGA-A2-A0YF-01A	0.002352763	0.005438526	0.224215301	0.031326473	0.066434635	0.000733791	1.25E-09	0.669498509
TCGA-A2-A0YG-01A	0.0018361	0.00638163	0.192652209	0.028309501	0.01952653	0.000694873	1.39E-10	0.750599156
TCGA-A2-A0YH-01A	0.00235867	0.008903048	0.153829558	0.04319279	0.043860869	0.000346227	1.01E-08	0.747508828
TCGA-A2-A0YI-01A	0.002673891	0.003347366	0.168172665	0.051701734	0.054569155	0.000442212	6.34E-10	0.719092976
TCGA-A2-A0YJ-01A	0.003388235	0.007325376	0.268039372	0.036225007	0.025033489	0.000471366	6.39E-08	0.659517091
TCGA-A2-A0YK-01A	0.003821935	0.003713018	0.176648927	0.050324855	0.07166903	0.000390619	3.20E-09	0.693431613
TCGA-A2-A0YL-01A	0.004426816	0.005705599	0.216893656	0.034781766	0.038032758	0.000563027	1.25E-08	0.699596366
TCGA-A2-A0YM-01A	0.000202495	0.015036363	0.338790546	0.028627364	0.05455633	0.000250099	5.10E-09	0.562536798
TCGA-A2-A0YT-01A	0.000528068	0.018605938	0.21746272	0.03671771	0.028391726	0.000399646	3.27E-08	0.697894158
TCGA-A2-A1FV-01A	0.004405711	0.002759739	0.163076555	0.020312043	0.012530128	0.000489565	3.69E-09	0.796426256
TCGA-A2-A1FW-01A	0.002613258	0.011870922	0.15031185	0.030154575	0.019655074	0.001313625	4.21E-10	0.784080695
TCGA-A2-A1FX-01A	0.000685653	0.012915291	0.205943109	0.023062225	0.033018066	0.000446218	9.41E-10	0.723929437
TCGA-A2-A1FZ-01A	0.001104388	0.007590194	0.23398555	0.021129208	0.035104883	0.000678422	4.06E-09	0.700407351
TCGA-A2-A1G0-01A	0.005718082	0.009708686	0.177855285	0.100820147	0.045168369	0.000587219	2.04E-09	0.66014221
TCGA-A2-A1G1-01A	0.004337494	0.002814916	0.192545694	0.038848341	0.035224118	0.000345416	6.06E-11	0.725884019
TCGA-A2-A1G4-01A	0.002839552	0.004351052	0.171246512	0.023603744	0.024432573	0.000478725	2.18E-09	0.773047841
TCGA-A2-A1G6-01A	0.006553788	0.004303184	0.176407076	0.037264927	0.035485252	0.00051356	1.55E-10	0.739472213
TCGA-A2-A259-01A	0.001512074	0.005383276	0.214145352	0.030494616	0.037999834	0.000389345	1.14E-09	0.710075502
TCGA-A2-A25A-01A	0.003658836	0.005300982	0.159652336	0.030261573	0.035901954	0.00045667	1.40E-09	0.764767647
TCGA-A2-A25B-01A	0.002150663	0.010421879	0.179051598	0.030813608	0.02373943	0.000881181	2.10E-08	0.75294162
TCGA-A2-A25C-01A	0.002527994	0.006557208	0.245178783	0.034143771	0.036682444	0.00102306	5.60E-09	0.673886734
TCGA-A2-A25D-01A	0.002530718	0.026884588	0.111142519	0.015443519	0.035778429	0.000165748	9.18E-08	0.808054387
TCGA-A2-A25E-01A	0.003479921	0.012618063	0.215369111	0.028551653	0.020447107	0.000700315	3.64E-09	0.718833827
TCGA-A2-A25F-01A	0.017403818	0.006020774	0.261728289	0.389069641	0.1707748	0.000379723	1.59E-08	0.154622939
TCGA-A2-A3KC-01A	0.002514521	0.010536587	0.231076713	0.032017587	0.066010154	0.000830913	6.03E-09	0.657013518
TCGA-A2-A3KD-01A	0.000775971	0.007847399	0.234752818	0.031384916	0.023869738	0.000444741	3.81E-09	0.700924414
TCGA-A2-A3XS-01A	0.001502498	0.011463899	0.145793666	0.016401668	0.047353036	0.000321142	2.14E-10	0.777164092
TCGA-A2-A3XT-01A	0.000441326	0.034124407	0.246806915	0.025282702	0.042969879	0.000129722	3.93E-08	0.65024501
TCGA-A2-A3XU-01A	0.002160247	0.018180104	0.214468027	0.032959352	0.023520024	0.000232471	1.15E-07	0.708479659
TCGA-A2-A3XV-01A	0.001076459	0.042207985	0.162744372	0.018786689	0.012633814	0.00045412	2.37E-08	0.762096538
TCGA-A2-A3XW-01A	0.000571788	0.010497124	0.291111159	2.02E-06	0.040365784	0.000163269	5.98E-09	0.657288848
TCGA-A2-A3XX-01A	0.001980147	0.013074788	0.207975956	0.045063333	0.079510993	0.000306623	9.07E-09	0.65208815
TCGA-A2-A3XY-01A	0.001518356	0.009371292	0.211710837	0.043510548	0.058111055	0.001453131	6.36E-10	0.67432478
TCGA-A2-A3XZ-01A	0.002698021	0.008518518	0.220942512	0.052636613	0.085835441	0.00031282	8.86E-09	0.629056066
TCGA-A2-A3Y0-01A	0.001470769	0.019981508	0.220140506	0.031668969	0.032158292	0.000146501	5.11E-07	0.694432944
TCGA-A2-A4RW-01A	0.000678128	0.007250197	0.289342259	0.026269789	0.033381108	0.00068224	3.23E-09	0.642396277
TCGA-A2-A4RX-01A	0.005825194	0.006970869	0.189013347	0.06344122	0.044608452	0.000342615	3.40E-09	0.689798301
TCGA-A2-A4RY-01A	0.002565016	0.00784221	0.178279976	0.025089443	0.040513851	0.000548155	5.85E-10	0.745161348
TCGA-A2-A4S0-01A	0.001727052	0.004020418	0.138975412	0.014332953	0.027940262	0.000540773	6.08E-10	0.812463129
TCGA-A2-A4S1-01A	0.001253975	0.008922438	0.151918777	0.011839841	0.058408224	5.68E-05	6.92E-10	0.767599956
TCGA-A2-A4S2-01A	0.001440824	0.007238544	0.215221009	0.01546016	0.035503632	0.000730356	7.44E-09	0.724405467
TCGA-A2-A4S3-01A	6.41E-05	0.027078563	0.236079075	0.009967899	0.029951298	0.000371822	6.65E-09	0.696487194
TCGA-A3-3306-01A	0.002855937	0.008054253	0.127284723	0.017120032	0.030480087	0.0002574	1.89E-09	0.813947565
TCGA-A3-3307-01A	0.002137273	0.004508559	0.115823388	0.018531497	0.049696256	0.000307564	3.27E-10	0.808995462
TCGA-A3-3308-01A	0.001780218	0.003778092	0.154839665	0.021501229	0.038538472	0.000299975	6.52E-08	0.779262285
TCGA-A3-3311-01A	0.001584161	0.003785172	0.117685042	0.030253658	0.035133127	0.000403991	1.56E-09	0.811154846
TCGA-A3-3313-01A	0.000577916	0.003130111	0.082061841	0.007831941	0.010999628	0.000182358	9.07E-10	0.895216206
TCGA-A3-3316-01A	0.001015715	0.002233381	0.10837941	0.019245575	0.033178123	0.000337109	1.79E-09	0.835610686
TCGA-A3-3317-01A	0.000508367	0.00310851	0.132301061	0.017168423	0.036996174	0.000473328	6.70E-10	0.809444136
TCGA-A3-3319-01A	3.66E-06	0.003559181	0.10562677	0.028937431	0.024820356	0.000478456	3.71E-10	0.836574144
TCGA-A3-3320-01A	0.001428008	0.003954373	0.137748205	0.01739627	0.034925398	0.000761078	2.31E-10	0.803786667
TCGA-A3-3322-01A	0.001577748	0.003982882	0.086105031	0.0103431	0.021924084	0.000349374	1.24E-09	0.87571778
TCGA-A3-3323-01A	0.002313629	0.003048385	0.103407494	0.016466811	0.050065622	0.00058524	1.44E-10	0.824112819
TCGA-A3-3324-01A	0.001610391	0.003593991	0.092439207	0.012039472	0.028957102	0.00033297	1.02E-09	0.861026868
